,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE(int),Final Pb207/Pb206_2SE(prop),Final U238/Pb206_mean,Final U238/Pb206_2SE(int),Final U238/Pb206_2SE(prop),rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U
HFO_9,0.122192,0.00132705,0.0085979,15.4276,0.153964,1.11647,0.91912,0.00459322,0.00521275,8.18459,0.0867996,0.562371,0.40674,0.880573
91500-1,0.20691,0.00167313,0.0117575,2.18136,0.0500468,0.159051,0.0773028,0.00166029,0.00167318,5.23067,0.0485889,0.341447,-0.00859396,0.337643
91500-10,0.156125,0.00165889,0.0110379,1.62669,0.0380823,0.123433,0.0761458,0.00165863,0.00167115,6.41182,0.0673506,0.448138,0.11016,0.342327
91500-11,0.157248,0.00159786,0.0110714,1.63992,0.0349594,0.12314,0.0749714,0.00168877,0.00170069,6.39664,0.0649168,0.4498,0.303284,0.13855
91500-12,0.146752,0.00138649,0.0104031,1.53397,0.0333705,0.115819,0.0754269,0.00151846,0.00153188,6.85841,0.0669767,0.502536,0.120124,0.359979
91500-13,0.158931,0.00151922,0.0110508,1.64421,0.0347293,0.123131,0.0760325,0.00167127,0.00168366,6.2898,0.0598317,0.435214,0.305668,0.117666
91500-14,0.14689,0.00148042,0.0105174,1.49671,0.0309364,0.112678,0.0749404,0.0015436,0.00155663,6.88481,0.0707676,0.502757,0.22997,0.262886
91500-15,0.156574,0.00161824,0.0108466,1.59969,0.0317527,0.118834,0.074025,0.00151764,0.00153057,6.37242,0.0643861,0.431562,0.294713,0.203959
91500-16,0.149714,0.00174287,0.010674,1.56722,0.0325716,0.117922,0.075767,0.00147062,0.00148459,6.68679,0.0788526,0.482923,0.176099,0.388383
91500-17,0.1442,0.00150046,0.0103502,1.5166,0.0306635,0.114031,0.0760878,0.00151703,0.00153069,7.05495,0.073831,0.509287,0.140916,0.262364
91500-18,0.17368,0.0015973,0.0118562,1.81866,0.0332572,0.134248,0.0764602,0.00138377,0.00139888,5.78083,0.0544291,0.404008,0.276758,0.228353
91500-19,0.163634,0.00162385,0.0113436,1.73042,0.0341086,0.128391,0.075927,0.00138478,0.00139967,6.18574,0.0622532,0.434878,0.127307,0.380704
91500-2,0.178095,0.00188071,0.0123855,1.80582,0.0370306,0.134983,0.0751395,0.00154404,0.00155713,5.73883,0.0612328,0.403251,0.181266,0.32315
91500-20,0.148971,0.00147834,0.0107024,1.54711,0.0330435,0.117048,0.0748179,0.00154846,0.00156141,6.74759,0.065931,0.477306,0.271199,0.172403
91500-21,0.149291,0.00149638,0.0104951,1.52248,0.0333214,0.114659,0.0743072,0.00152178,0.00153477,6.73614,0.0680096,0.476996,0.0782125,0.35207
91500-22,0.151755,0.00133905,0.0106478,1.52957,0.0327046,0.115144,0.0752575,0.00151597,0.00152934,6.62108,0.0583763,0.464193,0.011847,0.35312
91500-23,0.163403,0.001289,0.0113776,1.72635,0.0333603,0.128127,0.0758206,0.00154064,0.001554,6.1474,0.0494179,0.436197,0.303456,0.0434587
91500-24,0.17849,0.0014002,0.0124016,1.86306,0.0404815,0.139933,0.0762232,0.001649,0.00166162,5.61041,0.0433734,0.384158,0.00634276,0.299272
91500-25,0.158191,0.0014175,0.0112079,1.6571,0.0366365,0.125527,0.0760702,0.00169942,0.00171162,6.30926,0.0532281,0.420865,0.191139,0.132923
91500-26,0.165184,0.00153693,0.0115922,1.7792,0.0320095,0.132006,0.0777113,0.00144205,0.00145703,6.074,0.0580375,0.437745,0.0742164,0.393176
91500-27,0.17987,0.00146636,0.012336,1.87125,0.0358079,0.138182,0.0768907,0.0014906,0.00150479,5.61662,0.0462574,0.389146,0.125815,0.313529
91500-28,0.164607,0.00138577,0.0115627,1.78116,0.0314692,0.131937,0.0759475,0.00124957,0.00126606,6.12066,0.0516598,0.431043,0.173683,0.278485
91500-29,0.162349,0.00157157,0.0114558,1.76639,0.035917,0.132373,0.0762773,0.00161309,0.00162601,6.20608,0.0593173,0.432385,0.287626,0.070772
91500-3,0.118976,0.00146222,0.00882886,1.23865,0.0278328,0.0951744,0.0766272,0.00163683,0.00164968,8.75447,0.110667,0.668209,0.100156,0.428483
91500-30,-0.55432,0.00928946,0.0581545,-6.67113,0.175351,0.623903,0.0744008,0.00153692,0.00154981,2.92811,0.0316026,0.197841,0.144866,0.63015
91500-31,-0.435881,0.00644276,0.0427454,-5.21385,0.124585,0.45454,0.0761755,0.00144718,0.00146152,2.81197,0.0282147,0.187194,0.125989,0.606396
91500-4,0.153403,0.00153235,0.0105,1.60706,0.0355007,0.120168,0.0761067,0.00156618,0.00157942,6.50014,0.0639792,0.438402,-0.0664633,0.459478
91500-5,0.161365,0.00162852,0.0112203,1.68684,0.0354194,0.126099,0.075844,0.00161991,0.00163263,6.24047,0.0646018,0.445102,0.180413,0.280053
91500-6,0.156655,0.00175979,0.0111482,1.63046,0.0384368,0.123916,0.0751083,0.00156952,0.00158239,6.40752,0.0708464,0.44881,0.032252,0.457179
91500-7,0.189957,0.00182535,0.0126515,2.01754,0.0452183,0.149339,0.0756419,0.00163345,0.001646,5.49884,0.0524849,0.363774,0.153033,0.255071
91500-8,0.137897,0.00143874,0.01051,1.41636,0.0288529,0.107873,0.0741757,0.00138485,0.00139906,7.33221,0.0793247,0.579466,0.116507,0.406197
91500-9,0.168212,0.00160487,0.0116374,1.74469,0.0321947,0.129496,0.0764688,0.00165338,0.00166605,5.96537,0.057611,0.417755,0.351591,0.119752
