,Spot Size (µm),Final Pb206/U238_mean,Final Pb206/U238_2SE(int),Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE(int),Final Pb207/U235_mean,Final Pb207/U235_2SE(int),Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE(int),Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE(int),Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE(int),Final U238/Pb206_mean,Final U238/Pb206_2SE(int),,rho 206Pb/238U v 207Pb/235U,rho 207Pb/206Pb v 238U/206Pb
BRc_grain_129_1,75,2.765853912,0.492165094,7665.470682,629.9992041,309.1168541,57.96562669,5530.020005,139.9202866,0.788854718,0.012581443,4837.624067,22.2908262,0.589319727,0.052015934,,0.998594151,-0.259034993
BRc_grain_129_2,75,3.023987383,0.404895206,8385.905381,531.860809,335.8055624,47.17109675,5743.33467,119.5020815,0.797665732,0.008593069,4890.040849,14.0388896,0.463193633,0.040174631,,0.999179359,-0.317391472
BRc_grain_129_3,75,2.471037591,0.198995301,7746.591143,328.7626231,274.5357622,22.82347694,5622.703057,75.09368855,0.806828148,0.010013211,4877.11255,14.20716883,0.471781853,0.029457986,,0.994265607,-0.050136965
BRc_grain_129_4,75,3.359642801,0.301765729,9176.564986,385.2740233,376.3629959,35.25193869,5929.369788,78.31426847,0.809729973,0.005937359,4921.85954,9.695000842,0.348928564,0.021969795,,0.998608073,-0.209871688
BRc_grain_129_5,75,5.532010056,0.768555142,11081.68894,663.5461629,629.061203,89.56538623,6294.634806,126.8772039,0.816666573,0.006880452,4922.141928,10.15645439,0.288775082,0.02703367,,0.997811845,-0.205137739
BRc_grain_129_6,75,3.169164382,0.400918613,8677.809005,495.0310113,354.9286883,46.86504593,5814.528518,104.3153502,0.80386682,0.008062259,4901.556154,12.61761325,0.415472066,0.029812974,,0.998454347,-0.16419788
BRc_grain_129_7,75,5.846983262,0.951126018,11199.39146,699.3421034,652.1443592,105.7946385,6328.620802,129.7631747,0.825942018,0.009307606,4907.088327,13.2454193,0.278127945,0.022771031,,0.998898083,-0.084689945
BRc_grain_129_8,75,3.362805479,0.410207225,8977.067721,457.26626,377.9118494,47.99922103,5916.697036,101.7607355,0.810822404,0.008224696,4900.791604,13.28613755,0.371017953,0.025591783,,0.998866798,-0.193156663
BRc_grain_130_1,75,1.813053016,0.069880621,6623.684133,154.6709643,201.6429409,8.086512682,5383.664902,40.15500877,0.80853726,0.008090209,4896.982454,12.16926668,0.565447939,0.020917114,,0.978023255,0.133576693
BRc_grain_130_2,75,1.601068086,0.0539671,6112.042003,130.0013568,173.9331485,4.895632168,5229.094398,28.2432568,0.79914738,0.011975972,4847.986435,17.89779082,0.637027105,0.02267618,,0.941952969,0.375167391
BRc_grain_130_3,75,4.002423049,0.101674011,10350.42908,129.8169619,468.9074543,11.05914141,6240.918041,23.62148012,0.85303527,0.008021859,4941.904056,10.27245379,0.252642863,0.006452436,,0.953343784,0.271698934
BRc_grain_130_4,75,1.281608175,0.055922993,5232.213765,127.5568283,134.1627587,6.306987513,4950.860374,38.32034896,0.7575868,0.007369928,4835.261101,13.10762951,0.813471963,0.025613836,,0.990098816,-0.08972495
BRc_grain_130_5,75,1.130587468,0.053697753,4824.169453,165.8009868,118.7839175,5.811959716,4827.812626,52.00210635,0.763004656,0.009737476,4828.086915,16.44618211,0.946802129,0.049932543,,0.976933014,0.065455799
BRc_grain_130_6,75,1.214912756,0.068893522,5029.574773,174.0642263,127.1069764,8.006031027,4872.210266,51.46307486,0.754836477,0.009862118,4818.655946,16.54686456,0.872457138,0.042020394,,0.989301659,-0.110329884
BRc_grain_130_7,75,2.302105072,0.070099476,7642.530845,142.9938128,262.4042507,9.150448656,5633.650997,38.31701295,0.822941262,0.006998136,4922.56072,9.869669384,0.451470884,0.015814636,,0.970420774,-0.448274008
BRc_grain_130_8,75,2.177491598,0.140404545,7236.125848,299.4183352,250.7629282,17.18521294,5514.999686,80.16400973,0.826307437,0.012125809,4875.90588,19.07181329,0.5224269,0.037635312,,0.975665002,-0.354280517
BRc_grain_130_9,75,2.506739705,0.086544531,8010.958794,164.3414198,289.1644505,10.57538776,5729.959119,39.53864362,0.837097367,0.011591732,4892.943552,14.82470034,0.418763897,0.016199172,,0.918909544,0.006656991
BRc_grain_131_1,75,1.22083461,0.044411354,5113.086453,131.80796,133.9153064,4.664276608,4962.471108,35.48197602,0.798838147,0.008021234,4889.756052,11.58339371,0.849805267,0.032706363,,0.974009172,0.283417687
BRc_grain_131_2,75,1.585060717,0.058083184,6061.636798,144.0882876,175.879262,6.546780741,5234.612839,38.91785395,0.805999659,0.007961731,4896.457884,12.92922554,0.652641017,0.026874166,,0.980362469,0.025920883
BRc_grain_131_3,75,1.841215865,0.043655774,6705.101161,93.36814896,204.633112,4.914901147,5394.443813,20.16173183,0.80628487,0.006963825,4907.019777,10.37700708,0.55236325,0.011615365,,0.979286564,0.172553094
BRc_grain_131_4,75,2.009989257,0.057519193,7062.447765,116.5507924,225.3532826,6.775883043,5490.935327,27.05695433,0.809639015,0.007395728,4909.567708,10.2255497,0.506820091,0.014010393,,0.985446028,0.270472394
BRc_grain_131_5,75,2.083985336,0.072272469,7193.902715,150.4743894,237.6799553,7.689895884,5540.55955,31.5138441,0.83403256,0.013990683,4883.295875,17.98209245,0.491678497,0.019004213,,0.95283199,0.463603408
BRc_grain_131_6,75,2.899690861,0.144444584,8670.056087,217.9435401,331.9371732,16.81759643,5866.290429,44.72037553,0.831438655,0.008820122,4911.463696,11.62874549,0.360133215,0.015246074,,0.991873696,0.129417397
BRc_grain_131_7,75,2.537526128,0.213629606,7865.721027,325.6766525,285.8432636,24.83278287,5657.361214,69.3277857,0.814323574,0.007278437,4913.87165,11.81820521,0.450866203,0.026204295,,0.997488185,0.002555713
BRc_grain_131_8,75,2.45289097,0.088359708,7921.025137,146.2823554,278.9069458,9.173945326,5704.563653,28.46445284,0.831939024,0.008648846,4916.203133,12.6481037,0.419042039,0.012731857,,0.981936717,0.338265485
BRc_grain_133_1,75,4.103807983,0.101081809,10460.81602,125.8211943,449.8262172,10.77751511,6197.270881,24.38136113,0.795177926,0.004436786,4908.020081,6.843847516,0.248791575,0.00595588,,0.958932108,0.099806173
BRc_grain_133_2,75,3.731827033,0.1307717,9973.670209,187.4386252,411.8892071,14.24434463,6102.269326,36.25701907,0.798783653,0.004605585,4911.712762,7.10158139,0.278440933,0.010106614,,0.982233172,0.166851373
BRc_grain_133_3,75,3.368758388,0.166043658,9362.451335,249.4467664,369.8442984,17.78798265,5973.726129,51.17237397,0.803229541,0.005660864,4911.775682,8.7700903,0.322362742,0.016524638,,0.989625845,0.01877578
BRc_grain_133_4,75,4.298198464,0.157319485,10648.60785,182.135943,474.7853229,16.6582065,6242.514985,34.23330764,0.806619274,0.005720527,4913.005036,9.165332973,0.24153242,0.008452909,,0.984367276,0.169161092
BRc_grain_133_5,75,4.190071608,0.127867016,10593.40326,162.6968769,462.7160636,13.87150584,6222.922878,29.14602257,0.801851518,0.005082219,4912.574436,7.530849759,0.241763911,0.007601037,,0.987272173,0.188661288
BRc_grain_133_6,75,5.050442494,0.131050627,11549.30669,136.2184194,565.3491463,14.63140793,6424.736526,25.05990423,0.811257082,0.004536117,4928.835941,6.685985022,0.201357163,0.005291471,,0.980441857,0.14528027
BRc_grain_133_7,75,5.942342111,0.195446582,12398.6621,175.7969138,658.1977112,19.82580526,6581.716356,31.18055657,0.811185548,0.008206699,4906.105129,12.6357106,0.173976992,0.005541969,,0.957748978,0.263899966
BRc_grain_132_1,75,6.245994008,0.201810607,12691.69516,188.3140371,725.2793965,22.36977314,6670.435298,32.20746154,0.843112953,0.005902207,4949.671572,8.027127013,0.16622225,0.005833035,,0.971207083,0.169792561
BRc_grain_132_2,75,6.89863053,0.270913564,13201.63471,228.393851,806.7089446,29.46462679,6775.571662,38.77723215,0.854262779,0.012120238,4897.858941,11.46659361,0.152706917,0.006374955,,0.940236172,0.286579849
BRc_grain_132_3,75,7.055345933,0.22187009,13358.71801,175.5168638,820.6835538,24.02957727,6801.909865,30.51265041,0.848047497,0.006349806,4947.652513,8.570096483,0.145846072,0.004705962,,0.971657501,0.133892761
BRc_grain_132_4,75,6.693025007,0.235991659,13068.05385,200.6145457,780.4088091,26.42594417,6742.407727,33.54558029,0.848035189,0.005038218,4962.789008,6.402879159,0.154298731,0.005678907,,0.988805825,0.216116013
BRc_grain_132_5,75,7.670699957,0.264583425,13838.74736,202.4122416,888.8815696,28.28414468,6881.087715,33.16328968,0.84968292,0.009240055,4924.836441,12.27820019,0.13457763,0.004999506,,0.97471814,0.316370851
BRc_grain_134_1,75,2.102939527,0.147379106,7117.883122,268.5527848,249.5913713,17.79255161,5544.447987,60.31293749,0.862087402,0.006872457,4944.906576,13.93891481,0.527943391,0.02776766,,0.996386431,0.003987023
BRc_grain_134_2,75,3.3695566,0.130974658,9429.446553,194.9373304,412.7912852,15.28359385,6097.785163,37.96917312,0.890226816,0.011230602,4933.173002,21.34166249,0.307931799,0.01246487,,0.957250162,0.255843299
BRc_grain_134_3,75,4.820876829,0.24574709,11196.03711,286.9128886,594.5866801,29.46208928,6457.060811,54.79572235,0.896664475,0.007383939,4976.357408,9.008701417,0.2267419,0.012454742,,0.991129474,0.216176799
BRc_grain_134_4,75,5.724125435,0.410765674,12067.34652,386.6227319,718.4236635,51.93977885,6624.206503,70.97961832,0.910230324,0.005873076,4973.047991,3.470296203,0.200017709,0.012399395,,0.996731675,-0.002001956
BRc_grain_134_5,75,6.695475803,0.190698023,13119.1313,167.5330427,834.0072194,22.58568523,6823.717308,28.6392809,0.904561863,0.00935691,4940.72346,22.37467146,0.152413457,0.00461443,,0.930087951,0.261027954
BRc_grain_134_6,75,4.727977434,0.128815807,11214.1817,141.8036727,583.7068742,15.78969376,6456.659914,25.21695471,0.894942786,0.010694462,4929.602082,15.90279944,0.214467387,0.005618234,,0.932444396,0.377728599
BRc_grain_134_7,75,7.661163963,0.37479096,13712.41799,290.4400853,968.4161942,46.06748285,6936.414654,51.08089507,0.915075952,0.011328502,4927.039373,27.10154869,0.141093024,0.007461577,,0.950843235,0.074278523
BRc_grain_137_1,75,0.984107003,0.077977048,4212.65271,156.2349804,99.64954857,8.820425519,4587.942875,45.93088285,0.733787079,0.00921834,4780.500613,15.90893159,1.119968705,0.044347179,,0.997281005,-0.03195738
BRc_grain_137_2,75,1.53027398,0.153704079,5732.634177,312.8593823,162.2173338,17.96535006,5069.229077,88.92797457,0.75767498,0.008199201,4832.149207,14.54113689,0.76678979,0.047623861,,0.998781941,-0.57215953
BRc_grain_137_3,75,1.170438688,0.07621889,4877.310555,190.6455409,123.7532521,8.484410567,4834.976258,56.29864749,0.765943673,0.007984342,4846.766561,13.97579191,0.921658478,0.047202368,,0.995940099,-0.233527788
BRc_grain_137_4,75,0.899113982,0.056564477,4022.221341,144.2434029,87.96923778,5.612731359,4509.422381,45.82532067,0.718574217,0.00671519,4765.144298,13.46245736,1.19144258,0.04715693,,0.996861407,-0.304315649
BRc_grain_137_5,75,0.918343906,0.08461982,4031.277678,221.2701286,93.08652394,9.537083078,4502.637377,68.01792596,0.728737966,0.006890476,4785.235885,13.52133697,1.235143116,0.065497048,,0.997824796,-0.454248444
BRc_grain_137_6,75,0.784862939,0.078798296,3494.87978,182.2205097,79.64585403,9.102526921,4334.642778,69.42342959,0.724510167,0.007930771,4776.031811,15.61375304,1.448205531,0.07399726,,0.998755964,-0.571056518
BRc_grain_137_7,75,0.824419324,0.056328389,3789.268128,160.7089985,81.98870808,6.341078021,4412.225826,48.97789092,0.716983561,0.007099046,4763.509511,13.82527275,1.291470729,0.057706582,,0.996871853,-0.353018155
BRc_grain_137_8,75,0.826840277,0.080031887,3753.847312,235.6035355,86.71436003,10.28510103,4417.551054,84.10806657,0.721417123,0.007917715,4768.292649,15.49025818,1.388059122,0.076870638,,0.988096098,-0.332487788
BRc_grain_137_9,75,0.571490502,0.046052444,2773.627327,115.1443706,54.20487469,5.079917429,3971.831977,46.83626851,0.68126821,0.00666038,4688.326619,13.90208129,1.927064351,0.075489036,,0.998659594,-0.489196753
BRc_grain_137_10,75,0.899741838,0.06655856,3991.247103,170.4221624,83.74243396,7.493945285,4410.829411,57.68715931,0.665361313,0.008123503,4652.722338,17.46319833,1.216099732,0.060868961,,0.996944552,-0.523697398
BRc_grain_137_11,75,0.732131557,0.063784513,3423.453288,185.4677399,69.79615633,6.570461425,4243.999362,65.6950148,0.697983288,0.008443513,4719.930158,16.68504103,1.516580426,0.078034724,,0.99726577,-0.550235857
BRc_grain_137_12,75,0.852480602,0.094387302,3725.994471,220.2041659,77.79428353,9.523250713,4296.825761,73.62006376,0.666748438,0.009454535,4651.962767,19.59275423,1.381274356,0.07669675,,0.998522777,-0.55099628
BRc_grain_137_13,75,1.154753482,0.115981847,4705.370749,264.2429365,117.1650541,12.35227352,4757.632716,80.47694208,0.742074161,0.00671086,4810.109737,12.68186647,1.012407721,0.057792369,,0.998322784,-0.507601194
BRc_grain_137_14,75,0.973192401,0.061272584,4258.674913,142.4400993,92.89645528,6.935748255,4541.909806,47.08080827,0.688407614,0.007073703,4703.062061,14.54623003,1.104876503,0.042737807,,0.99814349,-0.548823094
BRc_grain_138_1,75,8.591609087,0.324225045,14437.61848,216.2309311,1019.694432,36.7942808,7009.788954,36.8657923,0.863703161,0.006865846,4947.621371,9.440635407,0.121505221,0.004807506,,0.984938584,0.15509966
BRc_grain_138_2,75,7.166237142,0.417553962,13308.66086,308.149614,848.4622778,48.48197773,6802.380078,54.3745623,0.861257841,0.007466647,4946.257926,11.20258943,0.151407587,0.007998629,,0.995737586,0.172931332
BRc_grain_138_3,75,5.360537519,0.412520861,11527.93378,301.6581915,632.0295867,47.0929595,6478.407062,57.41824568,0.86192469,0.008182201,4937.010803,11.45856506,0.20813739,0.010996361,,0.997114974,0.154838566
BRc_grain_138_4,75,7.014803729,0.446493334,13115.32771,308.0414115,818.9613687,46.97231294,6767.827339,54.20031418,0.862560657,0.00751319,4942.630473,11.49727147,0.156011524,0.00854375,,0.995579789,0.159702826
BRc_grain_138_5,75,9.166671212,0.411129276,14810.76891,253.5948812,1092.162332,48.97506893,7077.042501,43.65060399,0.865850788,0.00657888,4958.079094,7.737569047,0.113627439,0.005145002,,0.99279202,0.086387919
BRc_grain_138_6,75,6.517082443,0.490285254,12666.10464,310.650128,783.6369891,61.45187298,6691.482788,58.65422566,0.855093288,0.008928505,4935.235155,12.21110581,0.16913488,0.008391344,,0.973126289,0.042283304
BRc_grain_138_7,75,11.91192992,0.318221787,16436.80963,166.6413424,1430.082672,36.96987126,7372.760965,28.84426711,0.872350641,0.005625638,4970.960934,9.41177838,0.085376601,0.002550947,,0.978835911,0.202546921
BRc_grain_138_8,75,6.625871738,0.496757316,12665.09584,371.1629493,773.2450021,58.54885671,6661.047649,68.84098691,0.84647408,0.010825601,4912.46096,16.25364754,0.174971323,0.011199878,,0.995224476,-0.014247974
BRc_grain_138_9,75,6.20117558,0.41711169,12391.46869,326.6754634,726.3876882,48.68868312,6621.194697,59.10928751,0.851091249,0.00792468,4936.670699,10.29154207,0.178305623,0.010333844,,0.996256337,0.131942364
BRc_grain_139_1,75,3.099540213,0.082477611,9046.984128,127.4925898,350.6095706,8.85605143,5943.788589,25.51398725,0.825700971,0.006821902,4928.969976,9.564337431,0.330343722,0.008462985,,0.953809398,0.233410935
BRc_grain_139_2,75,2.715180059,0.064584755,8424.153612,111.0526793,304.1238298,7.168819256,5798.446909,23.36372911,0.813355731,0.0039935,4936.413984,6.19365573,0.372041022,0.009473546,,0.982808177,0.106384819
BRc_grain_139_3,75,2.868224198,0.078918665,8691.366071,132.8560565,323.8939841,8.235298132,5860.93173,24.56651729,0.824031675,0.008800404,4910.868966,12.88543604,0.352822933,0.010127857,,0.947391088,0.30094674
BRc_grain_139_4,75,2.990180589,0.113908965,8850.458226,181.2241231,336.9143889,12.57270507,5896.677574,37.49270082,0.823221313,0.005179701,4937.525733,7.465678347,0.348250162,0.012507092,,0.989254403,0.083649356
BRc_grain_139_5,75,3.0701889,0.10763628,9006.660253,174.9970147,346.6083341,12.37061466,5926.633492,36.70342686,0.819629337,0.004276952,4942.687938,6.103748163,0.337720811,0.011743727,,0.989039286,-0.049769894
BRc_grain_139_6,75,3.002998995,0.098428856,8885.331652,163.3173191,340.6400048,10.95284231,5907.483402,33.03581578,0.826449891,0.009136191,4908.185081,11.73952102,0.34553168,0.0118252,,0.951104086,0.263445108
BRc_grain_139_7,75,3.249429768,0.088068681,9314.013161,137.7837431,368.7274,10.47024144,5993.42441,27.94406714,0.821037707,0.004487985,4939.392012,6.530683674,0.31037654,0.008768198,,0.986894171,0.028574522
BRc_grain_139_8,75,3.428518393,0.122264897,9527.686682,176.8862581,385.2981455,14.12493111,6024.606282,35.11738418,0.816311789,0.00433584,4938.906763,6.179135523,0.301097058,0.010805223,,0.992025106,-0.09176596
BRc_grain_139_9,75,3.25045633,0.083330085,9283.133884,122.9739386,369.2421268,9.153140488,5994.116907,24.03508563,0.82535563,0.004635042,4945.68815,7.148086495,0.313311997,0.00784056,,0.979761356,0.283805713
BRc_grain_140_1,75,2.935876837,0.044372245,8825.581368,74.77138322,345.4044007,5.681325041,5934.474795,16.31282453,0.852752613,0.006144006,4951.287577,10.0365733,0.341649738,0.005220503,,0.898519533,0.005464163
BRc_grain_140_2,75,2.377048079,0.040880342,7827.136175,79.17315994,273.3500338,4.748954084,5694.892434,17.90969896,0.835865029,0.007011096,4931.811634,9.082950352,0.424754513,0.007709303,,0.885285307,0.163472851
BRc_grain_140_3,75,2.86706562,0.043332615,8703.546309,72.00100101,337.5615723,4.826212848,5910.484904,14.28382249,0.856244928,0.006957367,4946.342223,9.956121536,0.351053763,0.005299038,,0.837764106,0.344111617
BRc_grain_140_4,75,2.423627839,0.067655485,7905.649341,122.734262,284.2176522,7.714696624,5734.324392,27.47451906,0.853326027,0.007282271,4945.823583,8.867926999,0.419314518,0.011838599,,0.954925834,0.186672449
BRc_grain_140_5,75,2.795030356,0.077876423,8561.623106,137.0397039,330.6648365,9.024873468,5881.658331,28.94981165,0.858991332,0.006375485,4955.923222,10.71805823,0.367102884,0.010775696,,0.960770899,0.140301791
BRc_grain_140_6,75,2.231806429,0.060906753,7521.112369,116.4664657,261.0621018,7.290799532,5644.256826,27.70091043,0.850905904,0.006429715,4949.257742,8.863337887,0.457263335,0.011541624,,0.960656224,0.004481483
BRc_grain_140_7,75,2.676790437,0.074222046,8342.769207,132.4964254,313.3695495,8.72990741,5823.779663,28.92187778,0.849998495,0.006149084,4951.812605,9.814507909,0.382909849,0.010999313,,0.964133538,0.01770227
BRc_grain_140_8,75,2.225382046,0.043003713,7527.32916,86.37761014,254.4029225,4.636283472,5621.862841,18.30411946,0.832559969,0.008555054,4918.899896,12.08034737,0.451945558,0.009731106,,0.904316872,0.38451365
BRc_grain_140_9,75,2.403945522,0.071232143,7858.68074,144.0407439,279.0167492,8.380661534,5710.862239,34.10371863,0.842917539,0.005772899,4951.67857,8.054454537,0.428812582,0.014966998,,0.979279604,-0.086451919
BRc_grain_140_10,75,2.825018964,0.086144708,8585.307447,147.537049,333.4580587,10.09197294,5883.655378,31.76835813,0.857588015,0.005841713,4959.071146,8.031396481,0.366908536,0.011883039,,0.97311936,-0.037230227
BRc_grain_140_11,75,2.819450776,0.090410251,8591.861876,154.3060759,331.3314685,10.47091684,5880.909868,32.13737792,0.855435713,0.005709973,4960.768472,7.492283058,0.365582477,0.01185759,,0.980827649,0.09777842
BRc_grain_140_12,75,2.986515717,0.0597381,8898.880992,99.52582406,352.5750128,6.053791923,5952.733533,17.43200188,0.856497723,0.007523376,4943.251505,10.94293483,0.338921499,0.007069302,,0.888867253,0.500169315
BRc_grain_140_13,75,2.611743372,0.089858324,8206.581921,154.9730683,306.2380087,10.43053564,5794.954137,32.97343138,0.85338481,0.006793258,4948.871304,8.754700287,0.398525718,0.01273845,,0.975283376,0.174750534
BRc_grain_141_1,75,3.791436941,0.090282256,10057.16747,121.6765221,438.8902744,10.0496789,6170.109602,23.28632161,0.84333276,0.008569372,4920.142096,12.66109758,0.269155301,0.006467752,,0.90972203,0.215269166
BRc_grain_141_2,75,3.066143803,0.081346986,8992.735634,130.9698995,356.1527277,10.27634074,5952.209765,29.99974293,0.843016151,0.004424696,4962.914748,5.654480107,0.334976822,0.009442039,,0.979913573,-0.204776053
BRc_grain_141_3,75,7.110248534,0.159984064,13445.54739,127.8636039,834.09307,15.14663587,6824.549725,18.83086307,0.858779994,0.013064679,4899.970647,22.46588819,0.143209524,0.00328519,,0.73555595,0.519916752
BRc_grain_141_4,75,7.521901654,0.146706883,13775.75703,112.3143712,886.8437761,15.80764755,6887.036004,18.36148035,0.858276302,0.005670004,4959.898585,8.514351054,0.134365927,0.002624938,,0.938213883,0.32494307
BRc_grain_141_5,75,5.005988869,0.103635468,11532.64179,117.0924861,586.161306,11.34112325,6465.89826,20.30286984,0.852295582,0.004890133,4957.461786,9.506339143,0.202576799,0.00459851,,0.959407417,0.219941479
BRc_grain_142_1,75,2.66147656,0.078700373,8309.160371,140.9035683,308.0454867,7.693345654,5809.451426,25.85599894,0.850166327,0.014991749,4865.249954,20.58747549,0.38860905,0.012197707,,0.809320481,0.522098285
BRc_grain_142_2,75,2.81688745,0.128636444,8527.122982,212.5947739,314.2430778,12.92243439,5821.101578,41.75081257,0.826707369,0.016974995,4828.125559,22.22502511,0.379592732,0.015915365,,0.873085985,0.342840348
BRc_grain_142_3,75,2.91390577,0.090213915,8730.983631,149.9579335,337.6599492,10.20069041,5896.492673,31.56738249,0.843347206,0.009844475,4923.042031,11.33571117,0.355826685,0.01140415,,0.91756578,0.115812454
BRc_grain_142_4,75,2.771227023,0.087737437,8490.920182,150.4810692,318.4516114,9.799616037,5837.292205,31.18480529,0.837671234,0.008677918,4923.858304,12.41098316,0.374608819,0.012163251,,0.950786453,0.236444058
BRc_grain_142_5,75,3.095197621,0.112985154,8995.397815,178.3521572,358.8584763,13.06876937,5950.86159,37.05701072,0.843078787,0.008228906,4927.506818,10.42953527,0.339666626,0.012634834,,0.95308957,0.095307525
BRc_grain_142_6,75,2.292926848,0.125420726,7547.78394,233.6175291,250.3460055,13.65484957,5572.650889,52.86216531,0.800277554,0.016233333,4795.111462,20.82773515,0.476949364,0.022104805,,0.929352116,0.164349699
BRc_grain_142_7,75,3.105771101,0.10184345,9028.645112,162.3254685,359.2055943,10.90716038,5962.658047,31.55717678,0.845051038,0.012690601,4883.610413,17.81124726,0.335358678,0.01168005,,0.903341562,0.39017054
BRc_grain_142_8,75,4.786128872,0.078802149,11304.91551,89.7742999,560.8334349,7.833833588,6424.956289,13.93548465,0.852634289,0.007308048,4938.173056,12.83278125,0.209333474,0.003503238,,0.86805843,0.45232559
BRc_grain_142_9,75,4.511464477,0.16036492,10901.08554,186.7332367,528.855296,18.77761313,6355.779433,38.62650166,0.84945889,0.008432939,4929.541061,8.426722446,0.228471423,0.00909308,,0.979785906,0.060349106
BRc_grain_142_10,75,2.848200204,0.082232915,8631.538271,138.0542119,333.7156946,9.462385108,5887.3406,28.79435539,0.847527336,0.006631236,4945.109401,10.41001853,0.361683158,0.010570906,,0.960546736,0.154412813
BRc_grain_142_11,75,3.723477021,0.139502763,9921.923953,194.9201503,441.4284385,16.58680841,6159.102485,38.055052,0.854073474,0.006985507,4948.362156,9.550080713,0.282016768,0.010833444,,0.970602788,0.144653172
BRc_grain_142_12,75,2.699934262,0.071458565,8388.034596,125.6584057,314.9183753,7.640890849,5835.292298,25.42124468,0.849346867,0.007300075,4946.164016,9.130694727,0.379818381,0.010423698,,0.937697513,0.274437696
BRc_grain_142_13,75,2.653438179,0.056296181,8334.867054,102.5580064,308.1774635,6.222086916,5816.54067,21.07005398,0.841397496,0.004501127,4958.340224,5.641692015,0.381894832,0.008510364,,0.961576565,0.184846229
BRc_grain_142_14,75,2.536463888,0.087903942,8068.609987,158.5053727,287.4132665,10.25432183,5727.955297,35.38801337,0.819666106,0.007933023,4913.911308,11.52466777,0.411317937,0.013988599,,0.960566677,0.044789758
BRc_grain_142_15,75,3.049434895,0.109399974,8928.291518,172.3749244,357.8377352,12.68893754,5949.695861,35.58617141,0.850946809,0.010197103,4917.1263,10.65610404,0.343229923,0.0120652,,0.944109629,0.180501114
BRc_grain_142_16,75,2.658099761,0.07133902,8313.809975,126.8854625,309.261255,7.69385243,5813.759527,25.39360594,0.843857884,0.007278805,4933.815232,9.499166701,0.38607693,0.010694301,,0.950719948,0.334011831
BRc_grain_142_17,75,2.650151971,0.075066959,8295.711082,131.5776647,306.7889463,8.852435545,5801.773866,29.13013133,0.836608328,0.008033233,4933.448772,10.68478179,0.387947316,0.010866742,,0.93137182,0.018331495
BRc_grain_142_18,75,2.879359898,0.091542136,8670.516965,153.8044556,338.3146311,10.03373213,5899.118405,30.95538975,0.854093723,0.011438969,4905.172984,13.16003831,0.360587118,0.011929316,,0.903923167,0.274981015
BRc_grain_142_19,75,2.872734544,0.090933665,8660.046135,153.2340382,338.0091827,10.35972545,5897.17943,31.7956142,0.851225951,0.005004751,4962.967532,6.161343642,0.361325416,0.011909768,,0.979094321,0.109105401
BRc_grain_144_1,75,3.166012021,0.072972571,9174.244423,116.6585791,353.3266852,7.951582438,5953.290799,23.38474908,0.806804192,0.004682872,4921.544505,7.029897676,0.321013036,0.007712877,,0.96051025,0.132214218
BRc_grain_144_2,75,3.272963761,0.084580913,9349.470999,135.8322451,364.1010669,9.052525825,5982.611708,25.65966475,0.805966384,0.004447508,4923.988299,7.319188421,0.310990119,0.008405708,,0.979034397,0.245294136
BRc_grain_144_3,75,3.227985265,0.079896642,9264.482008,125.6411664,359.2215121,8.654293547,5968.914981,25.08906889,0.807682376,0.004207359,4927.836138,6.827365551,0.316038411,0.008143129,,0.975778875,0.132789208
BRc_grain_144_4,75,3.006075777,0.066891943,8925.473284,110.8549943,332.062608,6.872709567,5891.939147,21.58480734,0.804528547,0.004264968,4922.001851,6.656041734,0.33782201,0.00779332,,0.970877129,0.153848608
BRc_grain_144_5,75,2.849967121,0.091629123,8623.605892,149.7561326,313.945339,10.09289809,5826.20923,31.73742395,0.799684629,0.005596723,4903.987434,8.069357458,0.36259207,0.011401117,,0.978117778,0.200862186
BRc_grain_144_6,75,2.768378604,0.076767907,8520.513585,131.0061524,302.3465263,8.026469863,5793.91073,26.47828873,0.796252781,0.00530441,4904.63489,8.670873625,0.36738529,0.010272329,,0.973354491,0.160571937
BRc_grain_144_7,75,2.529490834,0.073237454,8077.394469,134.0833269,275.1987782,7.712159192,5695.908098,29.07952919,0.793934725,0.006085812,4899.717082,10.12563175,0.407681278,0.011953473,,0.958330508,0.113038511
BRc_grain_144_8,75,2.788227342,0.061525964,8565.641044,107.4243517,306.2678954,6.466509694,5809.961021,22.07768003,0.797782515,0.005280345,4907.108761,8.444456191,0.364154646,0.008323946,,0.952768061,0.157199144
BRc_grain_144_9,75,3.092976564,0.083652197,9050.21589,135.5060167,344.5805249,8.990972756,5922.215725,26.37380655,0.809731875,0.004128044,4931.604629,6.653246319,0.33018729,0.0093881,,0.981703982,0.175099895
BRc_grain_144_10,75,3.076641996,0.079993986,9031.331626,128.3039826,340.702846,9.079870925,5914.711519,26.97363665,0.803975308,0.005163768,4917.094549,7.570417242,0.330529813,0.008685584,,0.979317343,-0.064414514
BRc_grain_144_11,75,3.004467799,0.072307527,8904.505295,115.6986425,334.0720558,7.714089285,5893.800959,23.11763284,0.807752655,0.004966441,4925.152973,7.847313831,0.33779427,0.008468062,,0.969169059,0.162525801
