,Final Pb206/U238_mean,Final Pb206/U238_2SE(int),Final Pb206/U238_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE(int),Final Pb207/U235_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE(int),Final Pb207/Pb206_2SE(prop),Final U238/Pb206_mean,Final U238/Pb206_2SE(int),Final U238/Pb206_2SE(prop),rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U
Acropolis,,,,,,,,,,,,,,
Acropolis_10,0.217141,0.00265108,0.019549,2.93485,0.0364869,0.562662,0.0986012,0.000799141,0.000826432,4.59514,0.0558533,0.411861,0.794612,0.204146
Acropolis_11,0.218475,0.00633267,0.0205726,2.99003,0.110658,0.58345,0.0983863,0.00261235,0.00262079,4.53788,0.119783,0.389131,0.561321,0.218545
Acropolis_12,0.2808,0.011348,0.0275646,3.8332,0.164809,0.751593,0.100036,0.00239794,0.00240744,3.72272,0.141088,0.342708,0.776051,0.26468
Acropolis_14,0.213049,0.00484374,0.0196598,2.91407,0.0958314,0.566373,0.0998376,0.00284928,0.00285725,4.7106,0.107192,0.435072,0.601664,0.139131
Acropolis_15,0.203448,0.00592786,0.0192922,2.85494,0.118544,0.561777,0.0998263,0.00349849,0.00350498,4.85661,0.161012,0.524014,0.601153,0.306604
Acropolis_16,0.218126,0.00344654,0.0196214,2.94407,0.055667,0.564429,0.098827,0.0010129,0.00103466,4.61946,0.0728625,0.414812,0.814594,0.0350061
Acropolis_17,0.231831,0.00383441,0.0213281,3.1608,0.0554396,0.612433,0.0988561,0.000903165,0.000927524,4.3524,0.0746648,0.415307,0.8129,0.149167
Acropolis_18,0.22844,0.00391967,0.0206846,3.11072,0.092093,0.602307,0.0990673,0.00279534,0.00280334,4.37438,0.0784743,0.414118,0.383351,0.239633
Acropolis_19,0.226118,0.00287802,0.020462,3.11814,0.0758308,0.602703,0.100029,0.00220743,0.00221775,4.42214,0.0569811,0.405121,0.464744,0.0873573
Acropolis_2,0.23057,0.00258581,0.0211928,3.11369,0.0445057,0.604384,0.0983396,0.00113837,0.00115759,4.32663,0.04771,0.391022,0.651981,0.217659
Acropolis_20,0.239117,0.0064622,0.0223367,3.19349,0.129092,0.624967,0.0972897,0.00405406,0.00405938,4.21438,0.108871,0.376313,0.285234,0.247877
Acropolis_22,0.285947,0.00276784,0.0256962,3.87989,0.0432667,0.742511,0.0984772,0.000976766,0.000999162,3.43546,0.032876,0.305217,0.500903,0.388273
Acropolis_23,0.226164,0.0032302,0.0213826,3.14368,0.0351427,0.62104,0.100755,0.00124208,0.00126059,4.51451,0.0670807,0.444047,0.533044,0.639215
Acropolis_24,0.243223,0.00498048,0.0225167,3.45128,0.0998663,0.672212,0.103158,0.00172783,0.00174183,4.11493,0.0830141,0.375306,0.817703,-0.159748
Acropolis_25,0.277986,0.00547136,0.0257152,3.81242,0.0901169,0.741476,0.0997993,0.00113544,0.00115528,3.47849,0.0671395,0.315553,0.900452,-0.0751536
Acropolis_26,0.300508,0.0039893,0.026917,4.07144,0.0527725,0.772613,0.0988803,0.000982682,0.00100513,3.36234,0.0446916,0.301547,0.675546,0.417973
Acropolis_27,0.264573,0.00300929,0.0235596,3.59357,0.060312,0.690324,0.0994525,0.00184081,0.00185303,3.83518,0.0458371,0.358857,0.268014,0.380185
Acropolis_28,0.228346,0.00385872,0.0208858,3.09849,0.0740713,0.600221,0.099608,0.00200196,0.00201324,4.39138,0.0711336,0.385019,0.621073,0.0923793
Acropolis_29,0.2578,0.00394269,0.0239345,3.38948,0.0564239,0.660286,0.0973047,0.000863264,0.000887937,3.88086,0.0603135,0.36614,0.845319,0.0891581
Acropolis_3,0.219108,0.00253291,0.0201496,2.97575,0.0434104,0.58104,0.0979588,0.000695921,0.000726702,4.56254,0.0546199,0.434509,0.86027,-0.101747
Acropolis_4,0.200277,0.00479052,0.0186794,2.74289,0.0708797,0.531921,0.0988496,0.00154271,0.00155709,5.07892,0.127915,0.498772,0.800515,0.186654
Acropolis_5,0.25684,0.00327151,0.0227231,3.52067,0.10301,0.677765,0.0994152,0.00257376,0.0025825,3.81306,0.0500421,0.34758,0.405349,0.0540567
Acropolis_8,0.239252,0.00334338,0.0217816,3.31696,0.0931091,0.644743,0.099493,0.00261846,0.00262707,4.18082,0.0601352,0.391772,0.301013,0.222699
Acropolis_9,0.189085,0.00440557,0.0177478,2.55273,0.0666046,0.500107,0.09819,0.00125772,0.00127509,5.40116,0.123533,0.497652,0.880096,0.0149576
HFO_1,0.122151,0.00195504,0.011227,15.421,0.251001,3.00602,0.914137,0.00581789,0.00613686,8.18768,0.139793,0.802774,0.159023,0.923492
HFO_10,0.121993,0.00187658,0.0113494,15.4025,0.232279,3.03115,0.916266,0.00498889,0.00535911,8.19811,0.135493,0.819453,0.200146,0.934237
HFO_11,0.122128,0.00155494,0.0108064,15.4447,0.198513,2.96634,0.916023,0.00532273,0.00567102,8.1798,0.105471,0.732994,0.25497,0.898471
HFO_12,0.122111,0.00129374,0.0108805,15.4195,0.159784,2.9257,0.918833,0.00497419,0.00534744,8.18628,0.0861937,0.7249,0.313477,0.852022
HFO_13,0.122212,0.0013507,0.0107734,15.4297,0.175095,2.90966,0.91379,0.00451318,0.00491724,8.18316,0.0907435,0.723779,0.20185,0.905718
HFO_14,0.121803,0.00278264,0.0109303,15.3742,0.346903,2.87277,0.91982,0.00562662,0.00595983,8.20466,0.208824,0.820266,0.209824,0.964521
HFO_15,0.12232,0.00251293,0.0108963,15.4488,0.315479,2.87954,0.920279,0.00589599,0.0062151,8.16148,0.184686,0.800815,0.176078,0.955691
HFO_16,0.12214,0.00159592,0.0110491,15.4217,0.206942,2.95808,0.912821,0.00528577,0.00563397,8.18702,0.109562,0.758537,0.167841,0.891466
HFO_17,0.122171,0.00152838,0.011044,15.4252,0.20176,2.95975,0.914266,0.00577136,0.00609286,8.18579,0.105203,0.760189,0.0817174,0.89164
HFO_18,0.122128,0.00121061,0.010979,15.4212,0.149838,2.95024,0.91871,0.00537532,0.00572238,8.18692,0.0791822,0.718103,0.319413,0.820744
HFO_19,0.122186,0.00119311,0.0108047,15.4266,0.152871,2.91224,0.916371,0.00493556,0.00530958,8.18432,0.0805842,0.729763,0.274677,0.85302
HFO_2,0.122225,0.00174576,0.0111402,15.4342,0.213097,2.99007,0.918923,0.00607284,0.00638222,8.18406,0.122912,0.784344,0.290119,0.893677
HFO_20,0.122185,0.00139342,0.0112397,15.4324,0.191261,3.03906,0.920147,0.00490338,0.00528268,8.18651,0.0963966,0.777563,0.142678,0.892
HFO_21,0.122153,0.00137946,0.011086,15.4198,0.175076,2.98527,0.914139,0.00498276,0.00535174,8.18679,0.0936635,0.752727,0.302684,0.878478
HFO_22,0.122084,0.0014319,0.0107997,15.4146,0.172953,2.89033,0.918157,0.00471467,0.00510637,8.18721,0.0931428,0.702502,0.338702,0.899249
HFO_23,0.122194,0.0013419,0.0106739,15.4287,0.171926,2.86747,0.918136,0.00497489,0.00534755,8.18267,0.0917702,0.729971,0.210671,0.888659
HFO_24,0.12214,0.00148766,0.0110179,15.4199,0.182428,2.94234,0.911394,0.00498934,0.00535573,8.18657,0.101428,0.751195,0.305033,0.881727
HFO_25,0.122191,0.00163575,0.0110561,15.4289,0.197066,2.94921,0.915384,0.00469398,0.00508499,8.1852,0.107692,0.727892,0.330509,0.912275
HFO_26,0.122137,0.00163891,0.0110017,15.4209,0.186309,2.94606,0.915776,0.00502109,0.00538872,8.18627,0.108244,0.726623,0.449102,0.9099
HFO_27,0.122179,0.00172698,0.0110291,15.4263,0.187868,2.94683,0.917486,0.00436927,0.00478871,8.18532,0.109251,0.697712,0.619575,0.461937
HFO_28,0.122147,0.000995398,0.010893,15.4208,0.124922,2.91395,0.917353,0.00436717,0.00478667,8.1861,0.0667815,0.730812,0.306321,0.831849
HFO_29,0.122182,0.00159704,0.0109859,15.4293,0.201123,2.9258,0.92054,0.00489194,0.00527238,8.18537,0.111187,0.764851,0.351111,0.915926
HFO_3,0.122066,0.00228276,0.0115056,15.4218,0.289234,3.04386,0.919596,0.00563909,0.00597146,8.19521,0.169785,0.855756,0.179964,0.948019
HFO_30,0.122157,0.00154579,0.0110164,15.4243,0.187861,2.95976,0.918279,0.00473997,0.00512983,8.18585,0.10014,0.713667,0.338661,0.911039
HFO_31,0.122163,0.00131975,0.0109953,15.4246,0.172172,2.96004,0.916748,0.00458343,0.00498426,8.18579,0.0875329,0.729268,0.22697,0.896712
HFO_32,0.12216,0.00116426,0.011025,15.4239,0.146736,2.95723,0.917009,0.00413913,0.00457926,8.18634,0.077197,0.731024,0.28392,0.877345
HFO_34,0.121929,0.00291185,0.0116125,15.3917,0.362187,3.04726,0.915086,0.00561494,0.00594548,8.22139,0.219593,0.875737,0.113112,0.969917
HFO_35,0.122482,0.00259289,0.0115935,15.4634,0.315842,3.06102,0.911858,0.00492896,0.00529991,8.17247,0.196291,0.877673,0.216712,0.963849
HFO_36,0.122116,0.001343,0.0109998,15.4165,0.168348,2.95191,0.916028,0.00513479,0.005495,8.18835,0.0902402,0.739113,0.318904,0.870868
HFO_37,0.122203,0.00123229,0.0109973,15.4311,0.154493,2.94968,0.919758,0.00525313,0.00560853,8.18353,0.0812121,0.724762,0.281899,0.860393
HFO_38,0.122127,0.00115567,0.0108604,15.4196,0.147706,2.92489,0.917483,0.00547032,0.00581081,8.18692,0.0791063,0.7434,0.325422,0.804743
HFO_39,0.122188,0.00123876,0.0107736,15.4274,0.151683,2.89695,0.914732,0.00522633,0.00557967,8.19396,0.084047,0.73096,0.317147,0.834322
HFO_4,0.121662,0.00204002,0.0114142,15.3534,0.241803,3.03506,0.916908,0.00619498,0.00649724,8.23058,0.148212,0.82927,0.250743,0.917334
HFO_40,0.122204,0.00132662,0.0112385,15.4303,0.162001,3.01922,0.917081,0.00495769,0.0053307,8.18553,0.0912618,0.773126,0.253807,0.853916
HFO_41,0.122148,0.00141864,0.0112538,15.4211,0.185181,3.01105,0.91737,0.00478189,0.00516786,8.17558,0.0978982,0.776613,0.188703,0.9086
HFO_42,0.122156,0.00132602,0.0109642,15.4233,0.153779,2.94053,0.916078,0.00598613,0.00629786,8.18599,0.0898236,0.742709,0.432325,0.818004
HFO_45,0.122162,0.00119668,0.0110406,15.4243,0.148609,2.96855,0.916408,0.0048332,0.0052146,8.18623,0.0802221,0.740132,0.259534,0.852391
HFO_47,0.122155,0.00130988,0.0108791,15.4236,0.170835,2.91978,0.919129,0.00472485,0.00511658,8.19581,0.0846897,0.703379,0.24994,0.88847
HFO_49,0.122107,0.00258126,0.0110786,15.4174,0.324408,2.92759,0.912924,0.00499377,0.00536104,8.18548,0.18221,0.782037,0.106276,0.966629
HFO_5,0.122861,0.00137358,0.0110458,15.4918,0.169654,2.8748,0.915583,0.00597779,0.00628962,8.14854,0.0911272,0.732815,0.25847,0.818179
HFO_50,0.121986,0.00220897,0.0116888,15.3979,0.282579,3.101,0.916456,0.00441855,0.00483279,8.21313,0.162171,0.858131,0.0114333,0.962228
HFO_51,0.122224,0.00101776,0.010785,15.4173,0.12308,2.8323,0.913877,0.00434346,0.00476199,8.18214,0.0683726,0.724528,0.344387,0.844672
HFO_52,0.122171,0.00111631,0.011148,15.4251,0.12454,2.99346,0.91953,0.005163,0.005524,8.18593,0.0750145,0.749126,0.448332,0.800092
HFO_53,0.122178,0.00116088,0.0111894,15.4263,0.137211,3.01425,0.918503,0.00440588,0.00482302,8.18603,0.0761998,0.734468,0.385552,0.865448
HFO_56,0.122164,0.00104915,0.0111098,15.4247,0.119905,3.00848,0.918073,0.00443094,0.00484557,8.18696,0.0701613,0.742963,0.42023,0.851401
HFO_58,0.122213,0.00122669,0.0114725,15.4303,0.149353,3.07558,0.915892,0.00453285,0.00493705,8.18538,0.0793081,0.741724,0.319995,0.888018
HFO_6,0.121753,0.00156555,0.0109723,15.3772,0.191946,2.94258,0.91641,0.00590652,0.00622248,8.20605,0.106215,0.744418,0.260326,0.860799
HFO_7,0.122442,0.00182871,0.0106709,15.4623,0.224847,2.84607,0.915326,0.00565763,0.00598598,8.16351,0.129091,0.753276,0.24314,0.910843
HFO_8,0.121505,0.00234821,0.0104515,15.3361,0.293112,2.76411,0.913097,0.00642081,0.00671054,8.21107,0.171919,0.765185,0.185534,0.931345
HFO_9,0.122143,0.00212892,0.0112129,15.4218,0.264944,2.98526,0.919797,0.00484127,0.0052248,8.18891,0.156478,0.82416,0.135713,0.95086
LRa01_grain_33_1,4.97101,0.0792514,0.450319,562.595,9.18172,107.654,0.820511,0.00360549,0.00400896,0.201688,0.00320234,0.0181962,0.0731746,0.9642
LRa01_grain_33_2,6.48622,0.246507,0.629507,738.487,28.7607,143.898,0.824102,0.0032015,0.00365362,0.162201,0.00770719,0.0196819,-0.209263,0.995136
LRa01_grain_03_2,4.23386,0.20254,0.429141,441.266,21.7174,87.0582,0.767958,0.0113325,0.0114507,0.254743,0.0115852,0.0245467,0.179703,0.959767
LRa01_grain_03_3,3.12606,0.0845414,0.291816,328.108,9.2994,63.3649,0.768459,0.0100391,0.0101725,0.337005,0.0085404,0.0294793,0.293894,0.848381
LRa01_grain_04_1,4.72386,0.140194,0.445326,530.524,16.4602,102.817,0.827549,0.00631725,0.00655992,0.219479,0.00619262,0.0196709,-0.113708,0.973979
LRa01_grain_04_2,5.33197,0.198937,0.517508,606.949,24.259,118.756,0.833083,0.00609633,0.00635074,0.196282,0.00755889,0.0196634,-0.107976,0.987779
LRa01_grain_04_3,6.00493,0.106903,0.550856,690.763,11.7054,133.462,0.84797,0.00525534,0.00555876,0.171937,0.0030887,0.0159157,0.270571,0.936493
LRa01_grain_04_4,5.32008,0.0638961,0.474818,594.665,7.18598,112.753,0.82342,0.00387567,0.00425614,0.191745,0.00242828,0.0180448,0.155746,0.934093
LRa01_grain_04_5,4.11166,0.116079,0.388298,457,13.5665,89.0263,0.817021,0.00527918,0.00556016,0.253338,0.00784342,0.0262372,-0.194971,0.977434
LRa01_grain_04_6,3.78437,0.0970438,0.35586,420.569,10.9796,82.0373,0.816913,0.00616425,0.00640649,0.272266,0.00667743,0.0244861,0.0664714,0.955752
LRa01_grain_05_1,2.5358,0.0385648,0.230021,258.624,3.33252,49.555,0.741776,0.00422363,0.00451112,0.393492,0.00611803,0.0364912,0.521765,0.925011
LRa01_grain_05_2,2.9463,0.0578872,0.269391,311.505,5.81243,59.7481,0.771499,0.0063437,0.0065543,0.33947,0.00650012,0.0302497,0.321461,0.886937
LRa01_grain_05_3,2.16935,0.018809,0.193909,223.935,1.6663,42.6513,0.749142,0.00400998,0.00431756,0.459769,0.00397876,0.0410186,0.48879,0.88527
LRa01_grain_05_4,2.46889,0.0508013,0.225123,255.799,4.89725,48.8235,0.75202,0.00500154,0.00525322,0.409515,0.00861053,0.038157,0.33581,0.920302
LRa01_grain_05_5,1.71918,0.0443616,0.159773,178.191,5.01121,34.3936,0.747754,0.00917245,0.0093105,0.595499,0.0154136,0.0555137,0.123261,0.829197
LRa01_grain_05_6,2.70704,0.0359785,0.241864,278.132,3.17475,52.645,0.75188,0.00540104,0.0056348,0.368371,0.00476682,0.0320447,0.428626,0.927123
LRa01_grain_06_1,4.29177,0.0988828,0.401315,484.381,11.0786,94.4742,0.83122,0.00563609,0.00590918,0.237748,0.00558538,0.0226682,0.186824,0.952463
LRa01_grain_06_10,4.27051,0.0520085,0.387251,481.63,5.81405,95.2356,0.82036,0.005174,0.00546271,0.228206,0.0027363,0.0203742,0.339404,0.827216
LRa01_grain_06_11,4.65503,0.110148,0.433292,524.543,12.0939,101.693,0.819972,0.0058372,0.00609434,0.211957,0.00490608,0.0192991,0.188534,0.95346
LRa01_grain_06_12,4.12366,0.0665423,0.374165,465.198,7.24431,89.0518,0.821674,0.00652332,0.00675533,0.237129,0.00401936,0.0226007,0.298388,0.842811
LRa01_grain_06_13,4.79947,0.0896106,0.436414,542.559,10.3645,103.726,0.821375,0.00555821,0.0058286,0.205958,0.0040893,0.0199154,0.11144,0.968022
LRa01_grain_06_14,3.78408,0.0878204,0.348392,429.152,10.3989,82.4326,0.822354,0.00461697,0.00493989,0.264051,0.00612506,0.0242987,-0.0842778,0.973433
LRa01_grain_06_15,4.59946,0.0691657,0.415681,518.296,7.77101,99.0106,0.815661,0.00619271,0.00643317,0.215809,0.00327284,0.0196695,0.340594,0.872094
LRa01_grain_06_16,4.19209,0.0914852,0.386627,475.325,9.9596,91.5975,0.824102,0.00428678,0.00463419,0.239683,0.00517959,0.0218896,0.183827,0.98137
LRa01_grain_06_2,4.71293,0.0553336,0.428474,530.779,6.20002,101.999,0.825474,0.00564918,0.00591802,0.212,0.0026013,0.0201431,0.404246,0.851695
LRa01_grain_06_3,3.79748,0.0771351,0.353568,426.16,8.55373,83.2352,0.824678,0.00527867,0.00556487,0.263274,0.00545107,0.0249863,0.224457,0.95372
LRa01_grain_06_4,4.82193,0.0784716,0.43122,540.837,8.66267,102.105,0.823154,0.00445567,0.00479007,0.206175,0.00349392,0.0191999,0.257555,0.945426
LRa01_grain_06_5,4.51768,0.0486316,0.407765,502.777,5.01689,95.9396,0.816693,0.00576763,0.00602573,0.217772,0.00235553,0.0197506,0.347286,0.818495
LRa01_grain_06_6,4.20007,0.0561855,0.38418,476.44,6.23935,92.4567,0.831509,0.00578434,0.00605092,0.233093,0.0030083,0.0205699,0.279508,0.884889
LRa01_grain_06_7,4.71672,0.170643,0.454326,533.237,17.3462,103.137,0.832635,0.00757456,0.00778058,0.205808,0.00675627,0.0179881,0.147307,0.967741
LRa01_grain_06_8,3.27291,0.200656,0.355618,370.209,23.2159,74.6794,0.821438,0.00483503,0.00514356,0.328312,0.0228118,0.0404288,-0.325138,0.995949
LRa01_grain_06_9,5.25226,0.184139,0.501748,596.588,21.8422,115.443,0.82461,0.00489959,0.00520668,0.193729,0.00729229,0.0198702,-0.181735,0.985494
LRa01_grain_09_1,2.42815,0.016918,0.219035,243.996,1.59724,47.8497,0.735735,0.00349751,0.00383445,0.410542,0.0028771,0.0372494,0.32,0.8451
LRa01_grain_09_2,2.89701,0.0238351,0.270651,292.81,2.48883,58.9799,0.739943,0.0032592,0.00362236,0.344367,0.00286871,0.0325745,0.261515,0.856296
LRa01_grain_11_1,2.10945,0.0617187,0.19617,207.044,6.10073,39.5616,0.720705,0.00401738,0.00430226,0.480507,0.0142291,0.0452266,0.0400461,0.980601
LRa01_grain_11_2,1.76763,0.0180565,0.154924,169.724,1.53529,31.7955,0.705225,0.00454523,0.00478841,0.565869,0.00598831,0.0513796,0.346601,0.887475
LRa01_grain_11_3,1.87511,0.0186488,0.164102,180.178,1.67878,33.6758,0.704806,0.00379808,0.00408564,0.535655,0.00547387,0.0481681,0.305153,0.875468
LRa01_grain_11_4,1.97785,0.0287236,0.175974,190.241,2.55071,35.7704,0.710203,0.00406309,0.00433709,0.511158,0.00715669,0.0438452,0.118133,0.942125
LRa01_grain_11_5,1.94524,0.0243377,0.173351,190.208,2.13768,36.0286,0.719398,0.00426401,0.00453252,0.519024,0.00659454,0.0469713,0.284496,0.904971
LRa01_grain_11_6,1.69965,0.0362844,0.155613,158.489,3.52077,30.3685,0.68655,0.00332275,0.00363198,0.601099,0.0122898,0.052707,-0.111716,0.986093
LRa01_grain_11_7,1.92803,0.03624,0.176704,183.524,3.42249,35.3355,0.700219,0.00371519,0.004005,0.528823,0.0094801,0.0462244,0.143573,0.979351
LRa01_grain_11_8,1.9961,0.0441653,0.185622,191.622,3.91806,37.1916,0.708724,0.00419222,0.00445724,0.511791,0.0104141,0.0437693,0.270064,0.974346
LRa01_grain_11_9,1.99093,0.025008,0.181484,195.744,2.38849,37.6596,0.721913,0.00449795,0.00475499,0.505209,0.00630737,0.0457728,0.192113,0.907353
LRa01_grain_12_1,1.41131,0.0170819,0.132803,132.98,1.48165,26.6317,0.690591,0.0036865,0.00397071,0.7086,0.00857013,0.0666282,0.341002,0.897219
LRa01_grain_12_2,1.10979,0.00865829,0.100387,100.999,0.804876,18.9881,0.665449,0.00348337,0.0037623,0.894008,0.00690535,0.0800628,0.147196,0.887225
LRa01_grain_12_3,1.03725,0.0115183,0.0990476,94.773,1.00488,19.2175,0.667149,0.00384739,0.00410286,0.955214,0.0108122,0.0929758,0.315121,0.850994
LRa01_grain_12_4,0.871227,0.0114771,0.0801763,82.7661,1.06531,16.9614,0.683618,0.00337771,0.00367987,1.2232,0.0167128,0.116751,0.121417,0.950824
LRa01_grain_12_5,0.972947,0.0188896,0.0896443,91.9832,1.75213,17.7816,0.68234,0.00413956,0.00438868,1.10987,0.0206319,0.0979129,-0.0718395,0.966107
LRa01_grain_12_6,0.783509,0.0100312,0.070881,70.7822,0.844556,13.5699,0.650101,0.00320973,0.00349729,1.37398,0.0155513,0.109886,0.104143,0.981329
LRa01_grain_12_7,1.11356,0.0139196,0.100126,109.676,1.21446,20.8897,0.709442,0.00401789,0.0042942,0.963994,0.0108818,0.0782752,0.183414,0.9535
LRa01_grain_12_8,0.768216,0.0120973,0.0691587,69.1671,0.956491,13.1244,0.649558,0.00423213,0.00445379,1.39798,0.0191703,0.109594,0.126038,0.96639
LRa01_grain_13_1,6.16968,0.346519,0.649299,732.828,41.9962,145.626,0.850152,0.0054438,0.00573872,0.188303,0.00967279,0.0181247,-0.0563156,0.993043
LRa01_grain_13_2,4.01323,0.140764,0.382779,460.763,16.7818,89.0035,0.823418,0.00566812,0.00593475,0.269972,0.00980226,0.0266552,-0.260084,0.983379
LRa01_grain_13_3,5.3957,0.305862,0.568485,638.721,36.8903,126.771,0.84886,0.0056632,0.0059464,0.210747,0.0110729,0.0205805,-0.161378,0.992625
LRa01_grain_14_1,4.64801,0.0260798,0.414914,506.412,2.41983,97.1992,0.783284,0.0025825,0.00307717,0.221382,0.00124727,0.0198434,0.473663,0.819992
LRa01_grain_14_2,4.22542,0.0359782,0.370755,455.753,3.41724,85.3826,0.774997,0.00346605,0.00384117,0.241519,0.00202391,0.0208564,0.463931,0.901889
LRa01_grain_16_1,5.78053,0.121724,0.522495,673.739,14.1366,127.42,0.838255,0.00420808,0.00457323,0.176915,0.00346141,0.014858,0.130897,0.967893
LRa01_grain_16_2,5.66689,0.0798523,0.500975,662.002,8.68874,123.93,0.840741,0.00454636,0.00488827,0.177469,0.00246387,0.0154577,0.339898,0.92213
LRa01_grain_16_3,5.05837,0.0589793,0.447364,579.207,6.04647,109.087,0.826577,0.00407229,0.00443864,0.197237,0.00231794,0.0175818,0.245336,0.944703
LRa01_grain_17_1,0.398902,0.00268375,0.0348554,25.3897,0.179711,4.90335,0.458271,0.00242492,0.00261512,2.48208,0.0171387,0.22259,0.370697,0.694363
LRa01_grain_17_2,0.656827,0.00870888,0.0623852,33.2071,1.03799,6.5038,0.362426,0.00825178,0.00828802,1.5079,0.0194548,0.139363,-0.457003,0.769027
LRa01_grain_18_1,5.78764,0.327829,0.612442,674.416,38.0924,134.371,0.846212,0.0182267,0.0183161,0.181481,0.00990212,0.0184989,0.188322,0.945055
LRa01_grain_18_2,8.55683,0.430878,0.878259,1008.28,50.1646,199.236,0.859203,0.0100683,0.0102342,0.120437,0.00569485,0.0116078,-0.0861463,0.985812
LRa01_grain_20_1,1.75654,0.0252794,0.160266,165.561,2.41253,31.9988,0.685429,0.00316895,0.00349085,0.56004,0.0073468,0.0465772,-0.109025,0.973662
LRa01_grain_20_2,1.35072,0.0158073,0.123446,122.125,1.33514,23.7571,0.658982,0.00314391,0.00344468,0.725829,0.00818153,0.0638935,0.271619,0.908864
LRa01_grain_20_3,1.30226,0.0169476,0.119222,116.595,1.65735,22.6419,0.652211,0.00330436,0.00358605,0.753049,0.00979887,0.0689326,0.0347792,0.936595
LRa01_grain_20_4,1.29237,0.0193421,0.118911,118.171,1.68343,23.0179,0.666101,0.00292226,0.0032503,0.759613,0.010317,0.0634266,0.162261,0.977325
LRa01_grain_20_5,1.22093,0.0167247,0.112539,111.469,1.53084,21.7923,0.663669,0.00340307,0.00368657,0.802305,0.0112073,0.0754124,0.188969,0.93069
LRa01_grain_21_10,2.31172,0.0347682,0.205523,242.345,4.10123,45.6467,0.76295,0.00352166,0.00388058,0.427519,0.00656968,0.0388349,-0.215993,0.961257
LRa01_grain_21_11,1.88747,0.0173278,0.161835,193.22,1.7459,36.3947,0.74578,0.00387395,0.00418877,0.52135,0.00489932,0.0457578,0.335469,0.882842
LRa01_grain_21_6,3.25679,0.0398855,0.286883,345.893,4.49936,64.6783,0.773597,0.0028713,0.00331295,0.300816,0.00365986,0.0263242,-0.00438523,0.959098
LRa01_grain_21_7,2.37655,0.0233556,0.216748,246.84,2.23561,47.7863,0.75677,0.00334249,0.00371294,0.411138,0.00417147,0.0387126,0.377796,0.910326
LRa01_grain_21_8,1.70053,0.0319011,0.157943,172.957,3.28345,33.8052,0.739481,0.00385273,0.00416399,0.577971,0.0115723,0.0572948,0.156878,0.96843
LRa01_grain_21_9,2.57301,0.036507,0.228082,268.972,4.33916,50.5642,0.760715,0.00383538,0.0041655,0.382814,0.005418,0.0338495,-0.152292,0.946889
LRa01_grain_22_1,9.19171,0.0972746,0.832193,1030.71,11.1594,198.047,0.817358,0.00239182,0.00296138,0.107492,0.00116356,0.00995439,0.0628097,0.964471
LRa01_grain_22_2,12.0227,0.163831,1.08867,1367.05,18.0613,261.955,0.82914,0.0029893,0.00347467,0.0828101,0.00114662,0.00761937,0.263392,0.963203
LRa01_grain_22_3,10.0744,0.18329,0.921266,1145.2,19.8241,220.224,0.829984,0.00321684,0.00367312,0.10137,0.00181433,0.00911933,0.195329,0.975951
LRa01_grain_23_1,1.4519,0.0151789,0.131347,156.116,1.60517,30.0263,0.782807,0.00358394,0.00395485,0.696511,0.00755006,0.0653326,0.159094,0.914614
LRa01_grain_23_2,1.12435,0.0131344,0.101693,116.045,1.19553,22.278,0.753012,0.00416348,0.00446343,0.903609,0.010435,0.080793,0.396903,0.882386
LRa01_grain_23_3,1.03062,0.0245846,0.0953042,108.657,2.85605,20.9512,0.767858,0.00494714,0.00521201,0.995074,0.0240777,0.0933392,-0.212088,0.968411
LRa01_grain_24_1,4.02854,0.0735491,0.367725,456.095,8.29636,87.5777,0.825264,0.00435294,0.00469635,0.253153,0.00473837,0.0236905,0.0893479,0.955165
LRa01_grain_24_2,4.86771,0.0915625,0.444632,552.811,10.4764,106.153,0.82462,0.00515643,0.00544902,0.210261,0.00402011,0.0195218,0.190702,0.943266
LRa01_grain_24_3,3.35393,0.165553,0.342533,368.966,19.1639,73.0909,0.799752,0.00931439,0.00946978,0.324581,0.0153732,0.0318074,-0.0101204,0.970434
LRa01_grain_25_1,2.03519,0.0366958,0.185317,210.017,3.7258,40.2264,0.750893,0.00316268,0.00354616,0.502545,0.00897993,0.0453495,0.0626134,0.970191
LRa01_grain_25_2,2.20471,0.0411815,0.200941,230.586,4.12366,44.1449,0.760469,0.00331081,0.00368789,0.463857,0.00858089,0.0418695,0.219793,0.970376
LRa01_grain_25_3,2.61448,0.0181245,0.233939,276.806,1.59352,52.8252,0.769542,0.00283265,0.00327513,0.385746,0.00259898,0.033546,0.442873,0.888566
LRa01_grain_25_4,2.49213,0.0326225,0.225665,265.262,3.76304,51.0079,0.774066,0.00428077,0.00458908,0.406501,0.00530379,0.0366889,-0.0435457,0.92339
LRa01_grain_25_5,2.31269,0.0266504,0.207535,243.512,2.54786,46.3551,0.764913,0.00358858,0.00394309,0.435399,0.00525931,0.0409559,0.262439,0.939637
LRa01_grain_26_1,4.69012,0.121053,0.436632,522.302,13.9058,100.848,0.807572,0.00435485,0.00468412,0.219495,0.00622143,0.0224403,-0.134344,0.977736
