Grain,Al,Al_se,Ba,Ba_se,Ca,Ca_se,Cl,Cl_se,Cr,Cr_se,Fe,Fe_se,K,K_se,Mg,Mg_se,Mn,Mn_se,Nb,Nb_se,O,O_se,P,P_se,S,S_se,Si,Si_se,Ti,Ti_se,V,V_se,W,W_se,Zn,Zn_se
BRc02_grain_61,0.0016699826593363418,4.127069261213241e-06,,,0.0007517072145852978,1.3012520229764208e-06,,,,,0.3821407272005452,1.2271608668341614e-05,,,,,,,,,0.6080518008554355,1.2835863692080346e-05,,,,,0.005371301864478372,3.8486549652446385e-06,0.0010083092283695158,1.1446253008779358e-06,0.0010061709772496393,1.067315972229137e-06,,,,
BRc02_grain_62,0.0015759544685729802,4.0279706847847025e-06,,,0.0006056649655045676,1.388817258490935e-06,0.00034500006252624144,1.5586264580164386e-06,,,0.37593431380436293,1.2454443977947205e-05,,,,,0.0011069505126644454,2.005798218066226e-06,,,0.6039140943997742,1.3122985930757158e-05,,,,,0.014169230177282504,3.83955851947456e-06,0.002348791609312205,1.143184935490873e-06,,,,,,
BRc02_grain_63,0.003353310989136591,2.4604126613048538e-06,,,0.0010889044865220335,1.6392611782874592e-06,,,,,0.33490463639292894,1.6708452768213092e-05,,,,,0.004219832084907655,2.3537993128804826e-06,,,0.5377044986228657,2.1752873688503165e-05,,,,,0.003222594412923893,2.3543861890714875e-06,0.11237954985501744,7.297341355069485e-06,0.003126673155697759,2.6240867281400723e-06,,,,
BRc02_grain_64,0.010977836122674155,3.8058079764627834e-06,,,,,,,,,0.28804093960026517,1.2268607285673817e-05,,,,,0.0017294042040460254,1.8778305351132298e-06,,,0.6310687092467718,1.504233642807113e-05,,,,,0.0013922116820668823,1.795040700623735e-06,0.06347712713724048,4.652656757192187e-06,0.0020311583166403293,2.053119942332802e-06,,,0.001282613690295217,3.203956211949827e-06
BRc02_grain_65,0.02192513621801668,3.99562398068359e-06,,,,,,,,,0.3108261259280311,1.1022766363894835e-05,,,0.01634611145874289,4.352616187942635e-06,0.0011271273106766811,1.9506813910756436e-06,,,0.6158612305754698,1.2803134224036903e-05,,,,,0.03237786778051107,3.869854343809315e-06,0.0015364007285516845,1.0925709080445207e-06,,,,,,
BRc02_grain_66,0.010507157555793177,3.694264102672039e-06,,,0.0003472590761364489,1.2741577121790985e-06,,,,,0.32877127537968903,1.1397368228896217e-05,,,,,0.0014140460541168733,1.8403406126419315e-06,,,0.6337988295130581,1.2358988956830181e-05,,,,,0.0028668900148340628,1.807044000569505e-06,0.02049559016375493,2.1558293707027114e-06,0.0017989522426172964,1.96864838847934e-06,,,,
BRc02_grain_67,0.0013615308488100753,4.07756589640831e-06,,,,,,,,,0.38830573338029223,1.2601737209091168e-05,,,,,,,,,0.6039998569948288,1.3009779184896731e-05,,,,,0.004244503594288286,1.99241550386279e-06,0.001788340033999163,1.2025846386164838e-06,0.00030003514778143524,1.1032858165856107e-06,,,,
BRc02_grain_68,0.00981161723835553,3.892941869349615e-06,,,,,0.0007387309491373012,1.5296648306774642e-06,,,0.32292331571828836,1.2700370029066787e-05,,,,,0.003757018075399716,1.9002542575216296e-06,,,0.6195768627492938,1.4557002126836054e-05,,,,,0.0007239376314891474,1.9014277118607644e-06,0.03978837054337094,3.5018263889480388e-06,0.0026801470946652087,2.1319595224670607e-06,,,,
BRc02_grain_69,0.011691814731616991,3.967896296949755e-06,,,0.00045550422243858716,1.3829414005666525e-06,,,,,0.3480403921262132,1.2719305214701994e-05,,,,,0.0019863201749724542,2.0321523309214176e-06,,,0.6058316364756042,1.3914178562402051e-05,,,,,0.0038863993745300507,1.9522494781855373e-06,0.024002714814570537,2.3881865972212165e-06,0.004105218080054011,2.1671137896776707e-06,,,,
BRc02_grain_70,,,,,,,,,,,0.16027834122722023,1.0971117353093604e-05,,,,,0.0034086317563609037,1.7892296901403892e-06,,,0.6473066079621552,2.1238663776055448e-05,,,,,0.0006568641532628702,1.7096653022901124e-06,0.18731756668515626,1.1955402335710773e-05,0.0010319882158445687,2.7956423705242098e-06,,,,
BRc02_grain_71,0.0020747715426298685,4.02682896869873e-06,,,,,,,,,0.3686773717657202,1.1783851235470328e-05,0.0006014245330835075,1.3777767514902104e-06,,,,,,,0.620227147194966,1.2433413056117604e-05,,,,,0.006614678478051045,3.876763664993269e-06,0.0011687097515286037,1.112713277292365e-06,0.0006358967340208559,1.030830283166865e-06,,,,
BRc02_grain_72,0.0034226972112402047,4.391977267539283e-06,,,0.0007390279886220211,1.502951778785358e-06,,,,,0.40235455311761914,1.3896210650183705e-05,0.00033665408868659407,1.5526478282460574e-06,,,,,,,0.5807074976752362,1.455541419660352e-05,,,,,0.010555164300731713,4.334297906743381e-06,0.0012379846503486258,1.2616025152713786e-06,0.0006464209675155121,1.1655989946237494e-06,,,,
BRc02_grain_73,0.005457417892328088,4.146709174258316e-06,,,0.0010159317101225065,1.3959057226952894e-06,,,,,0.3707387976685633,1.2832347681994003e-05,0.0005618660490700167,1.4725863195952375e-06,,,0.0030214880082715936,2.107163219185703e-06,,,0.5981155024511314,1.3692931689863392e-05,,,,,0.013044142523769502,3.989830110175252e-06,0.008044853696743548,2.437785696525717e-06,,,,,,
BRc02_grain_74,0.004354357032072232,3.7309048799703886e-06,,,0.0005581128319461701,1.2879116406536404e-06,,,,,0.34812178995023524,1.0771983252691207e-05,0.00028749296061977625,1.2908249892225286e-06,,,,,,,0.6343474137238884,1.1594473904752015e-05,,,,,0.010262704408758943,3.5941745243613165e-06,0.0015206265662385723,1.0597027081855695e-06,0.0005475025262406477,9.920613492390559e-07,,,,
BRc02_grain_75,0.007885749070651949,4.157291741215457e-06,,,,,,,,,0.34709065799836164,1.2837919223114514e-05,,,,,0.0019090456973293577,2.070912204127828e-06,,,0.5997144952042374,1.4563994077256218e-05,,,,,0.0016449241058457543,2.0010422789295685e-06,0.03471858392603203,3.574327386459895e-06,0.006235293415793564,2.209492642577267e-06,,,0.0008012505817484032,3.4570099504223124e-06
BRc02_grain_76,0.009795029408089942,4.105280365873355e-06,,,0.0005302866594879849,1.4045104013130613e-06,,,,,0.35622116957521605,1.307593759897081e-05,,,,,,,,,0.6045558985174081,1.4145393680610708e-05,,,,,0.004537861660712987,1.961105342711131e-06,0.0195354046014042,2.3889398125838976e-06,0.004824349577680685,2.1837398682685985e-06,,,,
BRc02_grain_77,0.0039844676544426175,4.076275101583475e-06,,,,,,,,,0.3299747034467192,1.297132737712894e-05,,,,,0.0031024415745060725,2.024530725821129e-06,,,0.6061758826214569,1.4902208550070072e-05,,,,,0.0009585911679395209,1.9317829358376054e-06,0.05046479241957449,3.651788788153461e-06,0.005339121115361072,2.184416584867011e-06,,,,
BRc02_grain_78,0.001698916158692074,4.044539885585026e-06,,,0.0003802171814971282,1.4247565923377251e-06,,,,,0.3860652358895236,1.2787920892528037e-05,,,,,,,,,0.6026180310080947,1.3219328288542621e-05,,,,,0.0030556026227159094,2.0289684251002515e-06,0.0057028610028871385,2.3638100889099644e-06,0.00047913613658936267,2.197943429635221e-06,,,,
BRc02_grain_79,0.0019206657436346432,4.187020139458502e-06,,,0.0003045805735843606,1.3815807513050686e-06,,,,,0.3860571492492565,1.2711546263358838e-05,,,,,,,,,0.604259907234834,1.3104136055235922e-05,,,,,0.006395612543516445,3.9428602383456775e-06,0.0007635152315500407,1.175220709179087e-06,0.0002985694236239982,1.1074917847261586e-06,,,,
BRc02_grain_80,0.004972099523682904,4.1209142501320495e-06,,,0.000683555345348936,1.3751740393392834e-06,,,,,0.3787856101156464,1.2394104728736637e-05,0.00039146224023479465,1.4161364725736758e-06,,,,,,,0.6021942476076718,1.2968517608605608e-05,,,,,0.011396264041558683,3.940705133547629e-06,0.0003182814218275847,1.1735263418198136e-06,0.0012584797040289127,1.0768922884108552e-06,,,,
BRc02_grain_81,0.014819589463891784,3.8074585429499065e-06,,,0.0004924074527032589,1.2688440759183247e-06,,,,,0.26783174093508677,1.20605538604085e-05,,,,,0.0006183702080247738,1.8180095548977903e-06,,,0.6298504614935702,1.588073246145684e-05,,,,,0.0007065837044166741,1.8665850682929058e-06,0.07992978872996623,5.147426955336672e-06,0.005751058012340285,2.020902395969291e-06,,,,
BRc02_grain_82,0.005240089790179896,4.142566931854373e-06,,,,,,,,,0.3885762463068505,1.3160579550520546e-05,,,,,,,,,0.5960331593556084,1.3854131022646113e-05,,,,,0.007378988460575139,4.043775173771972e-06,0.0020326567388345533,1.2021603782581015e-06,0.0007388593479515257,1.1398143530319341e-06,,,,
BRc02_grain_83,0.002581761426826964,4.0080126820114075e-06,,,0.0009081095273554031,1.3663335617980317e-06,,,,,0.3717051976203662,1.2291530372911643e-05,0.00031100066176880016,1.4006333592491867e-06,,,0.0011022103252518588,1.9818662222655373e-06,,,0.6093840732086914,1.2845452488029796e-05,,,,,0.008949730690585104,3.885666715094136e-06,0.0050579165391543045,2.298896161503128e-06,,,,,,
BRc02_grain_84,0.008416759872207174,3.952551888341688e-06,,,0.000661977787769977,1.3691140693701678e-06,,,,,0.35526487630922643,1.2006503265473416e-05,0.0010554954644235812,1.3609438873301682e-06,,,,,,,0.6144613596361851,1.278859304585758e-05,,,,,0.014279333412251698,3.7651183148959282e-06,0.004989899249572843,2.2313230255014466e-06,0.0008702982683632315,2.1058304626428912e-06,,,,
BRc02_grain_85,,,,,,,,,,,0.3706866065356854,1.1972074070450594e-05,,,,,,,,,0.6192731986292771,1.2256986209697809e-05,,,,,0.009548232601366214,3.7548548671861623e-06,0.000491962233671285,1.1434758880287578e-06,,,,,,
BRc02_grain_86,,,,,,,,,,,0.3201240595506491,1.4251454866920696e-05,,,,,0.0016773535198735454,2.0457393749632307e-06,,,0.6030513681552906,1.7005709106566933e-05,,,,,,,0.07388234389033742,5.293837339133568e-06,0.001264874883849338,2.207724672317951e-06,,,,
BRc02_grain_87,,,,,,,,,,,0.3700998482141659,1.1455886303029257e-05,,,,,,,,,0.6256884814169941,1.1716966172557554e-05,,,,,0.004211670368840054,3.776190724622602e-06,,,,,,,,
BRc02_grain_88,0.009432695408402879,4.250613332570336e-06,,,0.0005483909471184356,1.4114525879059502e-06,,,,,0.3664012536633932,1.2622161596851184e-05,0.0014448631260079198,1.4672980582641716e-06,,,0.0010810579879102543,2.043404089586433e-06,,,0.5983896461782798,1.3821491656498209e-05,,,,,0.01665301127559479,4.049562339917358e-06,0.005309452738388631,2.3924836817899602e-06,0.000739628674903968,1.0994875543168176e-06,,,,
BRc02_grain_89,0.004724877794694746,3.8092911393079065e-06,,,0.009330243161958742,2.650839815831286e-06,,,,,0.3430010452690943,1.2172253377945615e-05,,,,,0.0007405244663868519,1.9213405010897215e-06,,,0.6196091625383034,1.3390962183020374e-05,0.003365362976141746,1.6707265559503386e-06,,,0.00855932071091839,3.6365500862280323e-06,0.009929917258670297,2.1918172339299135e-06,0.0007395458238314282,2.08484597728639e-06,,,,
BRc02_grain_90,0.0011209519614046842,4.167707927859132e-06,,,0.0003039450473489517,1.4233030804007304e-06,,,,,0.3849818201333405,1.251524677612401e-05,,,,,,,,,0.606894782193692,1.294564587876697e-05,,,,,0.0017287117352956696,1.9580588674883767e-06,0.004434352941598488,2.3445895465546244e-06,0.0005354359873197437,1.0804649348628385e-06,,,,
BRc02_grain_91,0.0032626294767749624,3.938460184063055e-06,,,0.0007323129923821223,1.3063360511560204e-06,,,,,0.3638050465880048,1.1966455506530908e-05,0.0003009388435477032,1.3768920396524226e-06,,,,,,,0.6148116224850819,1.262439879902059e-05,,,,,0.014545380653201998,3.83693050917968e-06,0.001965926230959655,1.1200558792056552e-06,0.0005761427300467559,1.0458462676849348e-06,,,,
BRc02_grain_92,0.0018124780746847603,4.161129200381219e-06,,,0.0008372151353139055,1.4025805565873148e-06,,,,,0.3883619346043812,1.2761118973727233e-05,,,,,,,,,0.6029310555156495,1.3152147992370405e-05,,,,,0.0033735801505607494,1.957365746514596e-06,0.002683736519409961,1.1719621216787318e-06,,,,,,
BRc02_grain_93,0.00161893183808451,4.237721179563581e-06,,,,,,,,,0.3972558088502548,1.3040346373924967e-05,,,,,,,,,0.5970071265049192,1.316770248736556e-05,,,,,0.0023371426780044928,2.0513184209573963e-06,0.0011087141051633982,1.2030967225791826e-06,0.0006722760235736913,1.1655002839313845e-06,,,,
Goethite_03,0.0023286702790261166,3.7272792862209e-06,,,0.000750469492085273,1.2427580120330393e-06,,,,,0.28816386196778143,9.869145361546234e-06,,,,,0.0008439177187819622,1.7874179971938528e-06,,,0.690011011113935,1.0766866870038866e-05,0.013921606770995932,3.206380407356086e-06,,,0.003980462657394398,1.7633708233530891e-06,,,,,,,,
Goethite_04,0.002124854244934337,1.8589408575384129e-06,,,0.0007481341067084736,1.2455922800273413e-06,,,,,0.28852751152566086,9.544707838035744e-06,,,,,,,,,0.6906932788541371,1.0262368341845737e-05,0.013729694914735587,3.17020389699496e-06,,,0.0041765263538236334,1.8305415031787108e-06,,,,,,,,
Illmenite_03,,,,,,,,,,,0.18207978858128224,1.12194346106897e-05,,,,,0.018107973512294616,2.771870572044973e-06,0.001942283813587822,2.062206253811903e-06,0.6329708720594437,2.0293882980422676e-05,,,,,,,0.1638943295742064,9.69453436422656e-06,0.0010047524591851743,2.8915686338896586e-06,,,,
