Grain,Al,Al_se,Ca,Ca_se,Cl,Cl_se,Cr,Cr_se,Fe,Fe_se,K,K_se,Mg,Mg_se,Mn,Mn_se,Nb,Nb_se,O,O_se,P,P_se,S,S_se,Si,Si_se,Ti,Ti_se,V,V_se
Hematite_Elba_03,,,,,,,,,0.4013841860448578,1.2161503493361842e-05,,,,,,,,,0.5986158139551422,1.2161503493361842e-05,,,,,,,,,,
Hematite_Elba_04,,,,,,,,,0.40016974959950147,1.2114235747455897e-05,,,,,,,,,0.5998302504004985,1.2114235747455877e-05,,,,,,,,,,
Illmenite_04,,,,,,,,,0.1828713964755461,1.1486509717142371e-05,,,,,0.01888802594107436,2.7938723774171965e-06,0.0020599034641530204,2.1590381257465483e-06,0.6274298225796909,2.073761753138322e-05,,,,,,,0.1673523109579266,1.005010536785644e-05,0.0013985405816090799,2.9191112814386876e-06
Illmenite_05,,,,,,,,,0.184551464359925,1.1330239952051826e-05,,,,,0.018501087612699633,2.902595518215639e-06,0.0020638057617523428,2.0925170450817367e-06,0.6270887019518822,2.0542489266989954e-05,,,,,,,0.16660988325659348,1.005102727057964e-05,0.001185057057147312,2.9663071710446324e-06
Magnetite_oxpuck_03,0.0022082872526242355,4.232479609998881e-06,,,,,,,0.42055373985917405,1.2374801057877826e-05,,,,,,,,,0.5763101205673581,1.258370677268262e-05,,,,,0.0006689658511780076,2.0399053102436106e-06,0.00025888646966568606,1.1994477021809113e-06,,
Magnetite_oxpuck_04,0.0023251098777082556,4.233276064202251e-06,,,,,,,0.42092396847992736,1.2602263924838389e-05,,,,,,,,,0.5767509216423643,1.2835851406146873e-05,,,,,,,,,,
Goethite_01,0.0023387595384860376,1.835121689966787e-06,0.0008206454253816995,1.2542579268841652e-06,,,,,0.2900391512461353,9.740200466683763e-06,,,,,,,,,0.6884819218255681,1.0245267980481824e-05,0.01480132505734251,3.175477202613007e-06,,,0.0035181969070864133,1.7371551008626514e-06,,,,
Goethite_02,0.0019320701760719608,1.852613392916761e-06,0.0009579967367869331,1.2278724877153667e-06,,,,,0.29048372946264706,9.940125629882619e-06,,,,,0.0007504512282684796,1.8122635950343425e-06,,,0.6875245988761335,1.046211176418958e-05,0.014539083126730612,3.2149611876313107e-06,,,0.0038120703933614405,1.74597333528478e-06,,,,
BRc02_grain_01,,,,,0.00031495604040349725,1.4075912138573404e-06,,,0.14869211079000816,9.946941193515538e-06,,,,,0.002281036167069935,1.897438777834385e-06,,,0.6437996374351244,2.0805584801824487e-05,,,,,0.0008950312015294067,1.8168503635046956e-06,0.20401722836586472,1.2506408162946216e-05,,
BRc02_grain_02,,,,,,,,,0.3824771826200334,1.243653726453013e-05,,,,,0.0007038409071663286,1.9848778787923056e-06,,,0.613010068737514,1.260093885391834e-05,,,,,0.0038089077352863104,1.861901284428512e-06,,,,
BRc02_grain_03,,,,,,,,,0.3749939615420966,1.2528389956665365e-05,,,,,,,,,0.6031611696141276,1.3103974226209677e-05,,,,,0.01936912259274275,3.909985989634478e-06,0.0024757462510330854,1.1370009922177485e-06,,
BRc02_grain_04,0.0006980465064416608,4.218671205567741e-06,0.00039063317751718887,1.4229124106512077e-06,,,,,0.4003677523136862,1.3233800656684444e-05,,,,,,,,,0.5956501028219504,1.3282435931490773e-05,,,,,0.0014509466133689705,2.0365150220195414e-06,0.0014425185670355045,1.1879157508226518e-06,,
BRc02_grain_05,0.004361055022043005,4.102925732612065e-06,0.0004501472264694327,1.3609938491034206e-06,,,,,0.36239603623437655,1.1984993648879092e-05,0.00046281267047030737,1.3940199227843374e-06,,,,,,,0.6081744576501212,1.2887305624604365e-05,,,,,0.00922818323339472,3.877255180363914e-06,0.014927307963124633,2.3283027661938125e-06,,
BRc02_grain_06,0.000556454516280948,4.079546688672538e-06,,,,,,,0.38590643366488286,1.2666097821228293e-05,,,,,,,,,0.609476436003564,1.2912547939248278e-05,,,,,0.004060675815272015,1.9013768011234239e-06,,,,
BRc02_grain_07,,,0.0004664978537521999,1.4028531777028946e-06,,,,,0.3921943269901626,1.2875539107816502e-05,,,,,,,,,0.5996809056184687,1.3138527142233332e-05,,,,,0.007204574097972245,4.028742277250699e-06,0.0004536954396443085,1.1592673284494479e-06,,
BRc02_grain_08,0.006000327376548867,3.911313913400312e-06,0.0005860474119721316,1.3459411998807478e-06,,,0.0010760390407296224,2.0345166279236585e-06,0.3072519682695106,1.3317315956554083e-05,,,0.019364429536130767,4.433815244977313e-06,0.0012854241888696437,1.9953193547540816e-06,,,0.6031921868999818,1.650938318575324e-05,,,,,0.0038755961217745495,1.914236769547739e-06,0.055808948138522475,3.869792111047849e-06,0.0015590330159595638,2.084001249751541e-06
BRc02_grain_09,0.0053583518582476395,3.945703075080586e-06,0.0008644243959811185,1.2991873663914032e-06,,,,,0.3065893023186069,1.0744758119241483e-05,,,,,0.0038884038578054715,1.9356117962925226e-06,,,0.668775895846942,1.1616524605760796e-05,0.0004646611946572851,1.6857831224680532e-06,,,0.012129508160007628,3.716988870220198e-06,0.0019294523677519943,1.0999032709354224e-06,,
BRc02_grain_10,0.001500311801438695,3.80914349798792e-06,0.0002891076649332107,1.3184867601834845e-06,,,,,0.3677496737952195,1.1747706777858739e-05,,,,,,,,,0.6244300021713075,1.232104151595982e-05,,,,,0.004220889745515879,3.786296431107984e-06,0.001810014821585187,1.1128659647274047e-06,,
BRc02_grain_11,0.0045509363898270545,3.845330955948785e-06,0.0005837544121976118,1.3631988215554431e-06,,,,,0.3399126846412021,1.2291393720938637e-05,,,0.018517307107605446,4.333094615793256e-06,0.004146758601351244,1.993802445813321e-06,,,0.6099720367002169,1.3960629640820939e-05,,,,,0.0008330026391472144,1.9152743515161047e-06,0.021483519508452342,2.2650572122151607e-06,,
BRc02_grain_12,0.008335125051557061,3.3791133192191318e-06,0.001747151499270057,1.1385527886916058e-06,,,,,0.2428418126295037,1.0458280516758057e-05,0.00031614026091113945,1.1611907102782124e-06,,,0.0018180472163814565,1.6712417622027533e-06,,,0.6708871713713129,1.3589924633272556e-05,,,,,0.004181975562891852,1.6403364458444973e-06,0.06771428584874126,4.415866464961982e-06,0.0021582905594305225,1.7961949828676252e-06
BRc02_grain_13,0.015746322668354348,3.842927716816275e-06,0.0011532795372151798,1.327912027802375e-06,,,,,0.2978004340790601,1.0626820783327243e-05,0.0007385667565513841,1.3310250312392302e-06,,,0.0018945639389529119,1.884732418165595e-06,,,0.662989298298198,1.176206751544775e-05,,,,,0.017291420284450357,3.74776395421635e-06,0.0019325972719501797,1.10475899615308e-06,0.00045351716526749393,1.0475087671978286e-06
BRc02_grain_14,0.0048748246272470415,4.207183245090984e-06,0.0010676757981228802,1.385887448564215e-06,,,,,0.366985884704362,1.270682414090288e-05,,,,,0.002003625274148289,2.0640660303015968e-06,,,0.611536473424538,1.345021835632698e-05,0.0008901610302642431,1.7950599308122554e-06,,,0.010888530124519917,3.961448983363908e-06,0.0012129536267933086,1.1687260135241598e-06,0.0005398713900044484,1.075072018492531e-06
BRc02_grain_15,0.007727040545497322,4.093415563235504e-06,0.0007003905831671201,1.3907738499290924e-06,,,,,0.3792471231099202,1.2493336525560369e-05,,,,,0.0011879927914209807,2.078839613782566e-06,,,0.5943665166598329,1.3338959763690745e-05,,,,,0.01316838735214524,3.991149857236874e-06,0.003115210989417042,2.337185235844017e-06,0.0004873379685992738,1.109998690965551e-06
BRc02_grain_16,0.018930309162678627,3.2414795792655376e-06,0.0014285888291770356,1.090937726047136e-06,,,,,0.2391193513915912,8.049569824173964e-06,,,,,0.0023033014386243202,1.601087906308047e-06,,,0.7082606867828815,9.235101938448794e-06,,,,,0.02711331508484066,3.086721570033587e-06,0.002095143917229297,9.23818630220862e-07,0.0007493033929773337,8.52336144470922e-07
BRc02_grain_17,0.0015784843101078678,4.114841089780435e-06,,,,,,,0.38521959283632395,1.2329280604930684e-05,,,,,,,,,0.6058207305538312,1.274850301721741e-05,,,,,0.006936225789495002,3.8141725325570675e-06,0.00044496651024198997,1.1919737358810207e-06,,
BRc02_grain_18,0.002066722921984092,4.163075625332858e-06,0.0006182395610952442,1.4256127538124909e-06,,,,,0.391247583129174,1.2990579617529626e-05,,,,,,,,,0.5985854807566205,1.3599383901296618e-05,,,,,0.005952273836318147,4.081945164913911e-06,0.001165051535237035,1.1845582089464156e-06,0.000364648259571037,1.1352103863599832e-06
BRc02_grain_19,0.008281140961055363,4.091058145840227e-06,0.011448733542787689,2.7707980423402384e-06,,,,,0.33603581124541093,1.2428715686602865e-05,0.0007703233545774842,1.4244875951939456e-06,,,0.0010987017920119906,1.95384508737835e-06,,,0.6016203661728128,1.427574123331619e-05,,,,,0.023209925890368847,4.058038157794596e-06,0.016705263498168012,2.305466208671812e-06,0.0008297335428069116,2.2262051433433114e-06
BRc02_grain_20,0.007002581349434362,4.084261564730128e-06,0.0012954898759486118,1.3720680548428458e-06,,,,,0.3633369704066414,1.2099066295658266e-05,0.00031354576477136,1.4136947164943253e-06,,,0.0010005764389147012,2.0375023328304696e-06,,,0.5991525719641698,1.3144915074003782e-05,,,,,0.01444323800449087,3.948359381244409e-06,0.012614844481980934,2.276146208378381e-06,0.0008401817136478765,2.1623688874841472e-06
BRc02_grain_21,0.008489374677281987,4.208886494249637e-06,0.0003859616154991145,1.4398867774105253e-06,,,,,0.3243616199884174,1.1640881267776353e-05,,,,,0.0010752037528145204,2.0628315912090887e-06,,,0.6480790966180238,1.2690547385139832e-05,0.0033024902631410623,1.8348594579774813e-06,,,0.013787826485920272,3.948537498449283e-06,0.000518426598901879,1.1735560545461452e-06,,
BRc02_grain_22,0.0047832761235349405,4.098104760269303e-06,0.0004506258045205104,1.3768752222120736e-06,,,,,0.3760690150141166,1.2079470300715044e-05,0.00030802871324049836,1.425745240707686e-06,,,0.0010408804231724787,2.016480425909527e-06,,,0.607374944653091,1.2807781850697436e-05,,,,,0.0056690632760521735,1.99300321114933e-06,0.0039510834372182505,2.307315464277296e-06,0.0003530825550535825,1.0840451916219245e-06
BRc02_grain_23,0.0032610068609883816,3.809049943170116e-06,0.000568286809432096,1.288321850772526e-06,,,,,0.30567287251160036,1.026470101346969e-05,,,,,0.0011855636399849734,1.8980520260735696e-06,,,0.6778191931733196,1.1101140324846558e-05,0.004120882486973407,1.6852849649977566e-06,,,0.007372194517701221,3.637035686551e-06,,,,
BRc02_grain_24,0.014285852627347263,4.053530264313428e-06,0.0006889205807223571,1.3930406044544075e-06,,,,,0.3512050383906517,1.2307442529799344e-05,0.000624093091506815,1.4343620702303225e-06,0.016998544060259073,4.584285399738883e-06,0.001228689269403885,2.017340228085671e-06,,,0.58590577919968,1.4292329063364552e-05,,,,,0.022000146787777397,4.063836142421908e-06,0.006585505192905082,2.3615697158868714e-06,0.0004774307997463425,2.194369181890201e-06
BRc02_grain_25,0.00785894391560125,3.786405167641173e-06,0.0007672281723343691,1.2598432525804657e-06,0.00023651602391279398,1.4487003971385154e-06,,,0.32090640923316466,1.0560435524559348e-05,0.000498571601264987,1.306174272665327e-06,,,0.002641131951607932,1.8372385345533403e-06,,,0.6387460975122987,1.1778939462151252e-05,,,0.0003478739363328352,1.5977636208907601e-06,0.02426318142591971,3.638682974505772e-06,0.003734046227562801,2.128963056894745e-06,,
BRc02_grain_26,0.005474741969500767,3.97736423077632e-06,0.0005149806230023654,1.3505527145083977e-06,,,0.011983814940997197,2.0979014522618175e-06,0.32027201029583147,1.2190157875825062e-05,,,0.024801587621083684,6.5716795428453395e-06,0.001394826416261468,1.94937276394527e-06,,,0.6051920471970931,1.4320472234102842e-05,,,,,0.002100551379315825,1.8922638320976023e-06,0.02826543955691407,2.420214577574794e-06,,
BRc02_grain_27,,,,,,,,,0.3781170731300034,1.2192864026399225e-05,,,,,,,,,0.6024178139149711,1.2627786699261183e-05,,,,,,,0.01946511295502545,2.3569991679670995e-06,,
BRc02_grain_28,0.0008165413496340032,4.212451846010676e-06,,,,,,,0.4061199217439151,1.3698889850390422e-05,,,,,,,,,0.5918478004351171,1.3838463637438097e-05,,,,,0.0007826226494973517,2.02595678603948e-06,,,0.0004331138218363925,1.1113345491686834e-06
BRc02_grain_29,0.006313931639550725,3.971448300603867e-06,0.002091740969180908,1.3141640839911078e-06,,,,,0.2761492516002503,1.2706035042742996e-05,,,,,0.0011021608201729797,1.9211793770059152e-06,,,0.6254792627885035,1.633141246585836e-05,0.0007433809232482801,1.7112663783335523e-06,,,0.0042191369259733155,1.880796631832553e-06,0.08010541127582088,5.279993200290056e-06,0.0037957230572990912,2.0493284275276637e-06
BRc02_grain_30,0.005222989070864794,4.31062066311577e-06,0.0004789457447589184,1.4361485675801585e-06,,,,,0.3909344158421808,1.3524577579988497e-05,,,,,0.0013431985779556168,2.1136226363364545e-06,,,0.5863956200510397,1.4240701083421883e-05,,,,,0.010046559983394748,4.15391820969205e-06,0.00488536614840724,2.4150121812359057e-06,0.0006929045813980853,2.2661049346706215e-06
BRc02_grain_31,0.0012222101699079792,4.04734197890097e-06,0.0003772429411625581,1.391839047445535e-06,,,,,0.38240747525776697,1.2165590192747528e-05,,,,,,,,,0.6097386012124043,1.2614643022175858e-05,,,,,0.003744715996887518,1.931649028432495e-06,0.0025097544218706754,1.1589016892495094e-06,,
BRc02_grain_32,0.007168338143424438,3.985054918220573e-06,0.0006580795008671815,1.3308798001532482e-06,,,,,0.35337374774610497,1.1736256915306284e-05,0.0005232302372047902,1.375239452945872e-06,,,0.0010679967927536783,1.972357894679481e-06,,,0.6163482293940032,1.2602158118805649e-05,,,,,0.014517843943130434,3.8109731745214728e-06,0.005822254177148297,2.1824014940944787e-06,0.0005202800653628805,2.0883067532308277e-06
BRc02_grain_33,,,0.0002695008404208309,1.2389843489995689e-06,,,,,0.15628620820871147,1.0248165498812184e-05,,,,,0.006203337269821664,1.8011342729369061e-06,,,0.6429100047432621,2.0078384943149774e-05,,,,,,,0.19433094893778394,1.1644871751230192e-05,,
BRc02_grain_34,0.0005779374232900653,4.097166824095416e-06,,,,,,,0.3961019303342481,1.2381201911687738e-05,,,,,,,,,0.5987416678243335,1.2765464745916302e-05,,,,,0.0042769587295881555,1.96317308046888e-06,,,0.0003015056885401076,1.115071967760556e-06
BRc02_grain_35,0.004425127613806963,4.192308741937656e-06,0.0006110881140482627,1.4108042615522125e-06,,,,,0.37753442048838454,1.2449642137828156e-05,,,,,,,,,0.6023222189631084,1.3000259206602482e-05,,,,,0.013075928867145955,3.960008476331245e-06,0.0008305707106056047,1.15516213352507e-06,0.001200645242900221,2.234062640158383e-06
BRc02_grain_36,0.005496590352424543,4.128146186745816e-06,0.00038444811437097424,1.4315472677142445e-06,,,,,0.38820974577071027,1.2894013025905484e-05,,,,,,,,,0.596736450033532,1.3564834264795863e-05,,,,,0.00682722595529937,3.946153820991724e-06,0.0006452650505449437,1.1684649347232416e-06,0.0017002747231178647,2.1976303096149765e-06
BRc02_grain_37,0.0012023938720230787,3.959491189944448e-06,0.0004415260581577087,1.3428984312605838e-06,,,,,0.37017913894251825,1.2238565350687823e-05,,,,,,,,,0.6159010035343566,1.2708402313861012e-05,,,,,0.002938434754572551,1.9065387962062652e-06,0.006095502214348677,2.22383807405238e-06,0.003242000624023157,2.1083754578373825e-06
Goethite_04,0.0025436913965036726,3.7170344095148664e-06,0.0008200529655225332,1.2303801468801586e-06,,,,,0.29016697424459315,9.603198703396755e-06,,,,,,,,,0.688886462898871,1.0456384919836457e-05,0.013284465613912192,3.198985907907884e-06,,,0.004298352880597432,1.7381040624614551e-06,,,,
Goethite_05,0.002811306547844298,3.652000685105227e-06,0.0008131569228558831,1.2264855770625112e-06,,,,,0.28635017628517084,9.573078411588249e-06,,,,,0.0007365950060022142,1.8255116954622234e-06,,,0.6913809285109225,1.0404852500693067e-05,0.01346871988480425,3.1571067862083113e-06,,,0.004439116842400103,1.7785919719869766e-06,,,,
Magnetite_oxpuck_05,0.0022178211942878675,4.317800267086646e-06,,,,,,,0.4202231848381016,1.2972251259880701e-05,,,,,,,,,0.5766101418955634,1.3288138599602865e-05,,,,,0.0005553851951330834,2.0682061580146495e-06,0.00039346687691414376,1.1955626408942377e-06,,
Magnetite_oxpuck_06,0.002453017802104807,4.28484759530806e-06,,,,,,,0.42113150843636354,1.2718214215290867e-05,,,,,,,,,0.5760878113519062,1.2895123786372584e-05,,,,,,,0.00032766240962551113,1.1825374760051583e-06,,
Hematite_Elba_05,,,,,,,,,0.39613120843120336,1.3069558745224896e-05,,,,,,,,,0.603328356399684,1.3069605452088946e-05,,,,,0.0005404351691126655,1.9799608418321123e-06,,,,
Hematite_Elba_06,,,,,,,,,0.3969154710250344,1.2956138639566184e-05,,,,,,,,,0.6030845289749656,1.2956138639566164e-05,,,,,,,,,,
