Hematite_Senin_01,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,15.64,0.08896,37.6869,0.15,65.3495,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.32,0.00179,0.4597,0.0162,0.4727,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.61,0.00328,0.6191,0.0147,0.6116,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.18,0.00155,0.1542,0.0115,0.1068,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,18.18,0.16726,17.589,0.0437,10.1871,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.47,0.00472,0.4901,0.0243,0.2669,,,,,V,Yes,
Mn,EDS,K series,1.35,0.01276,1.4715,0.0254,0.7431,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,43.94,0.39938,44.8153,0.0876,22.2624,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,103.2859,,100,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_105,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,22.54,0.12822,30.067,0.092,60.2042,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.21,0.00118,0.331,0.0161,0.393,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.5,0.0027,0.5459,0.0149,0.6227,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.3,0.00257,0.2598,0.0121,0.2076,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,2.53,0.02326,2.363,0.0208,1.5804,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.78,0.00784,0.7693,0.0184,0.4838,,,,,V,Yes,
Fe,EDS,K series,64.83,0.58929,63.6448,0.1007,36.5083,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,97.9809,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_106,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,22.67,0.12895,36.5577,0.1135,64.4052,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.6,0.0034,0.9197,0.0188,0.9608,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.27,0.00145,0.2869,0.0141,0.288,,,,,Nepheline,No,9/24/2025 22:58
K,EDS,K series,0.04,0.00035,0.0383,0.0115,0.0276,,,,,Orthoclase,No,9/24/2025 22:59
Ca,EDS,K series,0.12,0.00105,0.1061,0.0116,0.0746,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,7.89,0.07257,7.5054,0.0309,4.4165,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.39,0.00391,0.394,0.02,0.218,,,,,V,Yes,
Fe,EDS,K series,58.56,0.53228,58.4753,0.0976,29.5126,,,,,Fayalite,No,9/24/2025 22:59
Zn,EDS,K series,0.19,0.00186,0.2245,0.0382,0.0968,,,,,Zn,Yes,
Total,,,,,104.5079,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_107,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,20.1,0.11433,35.2231,0.1179,63.7684,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.22,0.00123,0.3331,0.0162,0.3576,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.21,0.00115,0.2264,0.0136,0.2335,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.14,0.00116,0.1168,0.0116,0.0844,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,9.07,0.08339,8.6139,0.0325,5.2087,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,1.08,0.01079,1.0877,0.0223,0.6184,,,,,V,Yes,
Mn,EDS,K series,0.44,0.00415,0.4678,0.0215,0.2466,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,56.87,0.51697,56.8448,0.0966,29.4823,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,102.9136,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_108,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,23.13,0.13156,32.549,0.0987,61.7622,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.48,0.00269,0.7454,0.018,0.8387,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.41,0.00223,0.4492,0.0146,0.4856,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.49,0.0042,0.4254,0.0128,0.3222,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,3.59,0.03302,3.3794,0.0232,2.1418,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.85,0.00852,0.8447,0.0192,0.5034,,,,,V,Yes,
Mn,EDS,K series,0.22,0.00204,0.2265,0.0204,0.1251,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,62.99,0.57263,62.2169,0.1,33.821,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,100.8366,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_109,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,24.31,0.13825,33.4266,0.0958,62.1289,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.71,0.00403,1.118,0.0191,1.2321,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.08,0.00046,0.0924,0.013,0.0978,,,,,Nepheline,No,9/24/2025 22:58
Ti,EDS,K series,3.7,0.03408,3.4779,0.0235,2.1591,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.86,0.00863,0.8525,0.0193,0.4976,,,,,V,Yes,
Fe,EDS,K series,64.46,0.58593,63.6364,0.101,33.8844,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,102.6038,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_110,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,14.6,0.08304,39.4175,0.1556,64.567,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.45,0.00254,0.618,0.016,0.6003,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,4.92,0.0266,4.814,0.024,4.4919,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,6.96,0.05973,6.1223,0.0242,4.0032,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,13.86,0.12746,14.1063,0.0408,7.7178,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.37,0.00368,0.4021,0.0235,0.2068,,,,,V,Yes,
Mn,EDS,K series,0.17,0.00158,0.1861,0.0201,0.0888,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,37.63,0.3421,39.0493,0.0826,18.3243,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,104.7157,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRe_grain_111,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,38.49,0.21892,42.808,0.0992,67.3872,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.07,0.00037,0.099,0.0174,0.0924,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,4.06,0.02192,4.2784,0.0251,3.8365,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.12,0.001,0.1042,0.0118,0.0655,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,0.08,0.00077,0.0798,0.0137,0.042,,,,,TiO2,No,5/13/2025 18:15
Fe,EDS,K series,63.46,0.57684,63.3668,0.1014,28.5764,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,110.7362,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRc02_grain_94,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,28.6,0.16269,32.3851,0.0857,61.9641,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.14,0.00081,0.2257,0.016,0.2561,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,1.42,0.00766,1.5472,0.0182,1.6864,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.18,0.00157,0.1602,0.0119,0.1223,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,0.28,0.00261,0.2651,0.0145,0.1694,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.05,0.00049,0.0477,0.0146,0.0286,,,,,V,Yes,
Fe,EDS,K series,66.48,0.60428,65.263,0.1018,35.773,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,99.894,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRc02_grain_95,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,21.88,0.12446,36.1607,0.1155,64.092,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.29,0.00167,0.4518,0.0169,0.4749,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.31,0.0017,0.3354,0.0143,0.3386,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.05,0.00039,0.0397,0.0113,0.0281,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,8.08,0.07428,7.6632,0.0311,4.5367,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.91,0.00912,0.9171,0.0214,0.5105,,,,,V,Yes,
Mn,EDS,K series,0.51,0.00479,0.5388,0.0218,0.2781,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,58.68,0.53342,58.5731,0.0977,29.7412,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,104.6799,,100,,,,,,,
,,,,,,,,,,,,,,
BRc02_grain_96,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,11.02,0.06269,43.2788,0.1951,68.4033,,,,,hematite_elba,No,9/30/2025 17:52
Ti,EDS,K series,37.15,0.34169,36.6935,0.059,19.3708,,,,,TiO2,No,5/13/2025 18:15
Mn,EDS,K series,1.19,0.01128,1.3585,0.025,0.6253,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,24.21,0.22005,25.6205,0.0696,11.6006,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,106.9512,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRc02_grain_98,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,17.15,0.09756,36.2027,0.1344,64.614,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.07,0.00037,0.0988,0.0144,0.1046,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.2,0.00108,0.2069,0.0129,0.2103,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.05,0.00042,0.0424,0.0111,0.0302,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,15.04,0.13833,14.4102,0.04,8.5904,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.16,0.00163,0.1664,0.0223,0.0933,,,,,V,Yes,
Fe,EDS,K series,51.04,0.46394,51.5492,0.0927,26.3573,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,102.6767,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRc02_grain_99,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,19.62,0.1116,25.6653,0.0839,56.913,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.31,0.00173,0.4906,0.0161,0.6451,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.53,0.00285,0.5833,0.0144,0.7368,,,,,Nepheline,No,9/24/2025 22:58
Ca,EDS,K series,0.09,0.00076,0.0771,0.0112,0.0683,,,,,Diopside,No,5/13/2025 18:15
Ti,EDS,K series,2.16,0.0199,2.0062,0.0197,1.4859,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.57,0.00572,0.5553,0.0173,0.3867,,,,,V,Yes,
Mn,EDS,K series,0.37,0.00346,0.38,0.0208,0.2454,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,63.81,0.58,62.2079,0.0993,39.5188,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,91.9657,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BRc02_grain_100,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,32.31,0.18377,34.8907,0.0861,63.7027,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.13,0.00074,0.2082,0.0169,0.2254,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.16,0.00085,0.173,0.0142,0.18,,,,,Nepheline,No,9/24/2025 22:58
Ti,EDS,K series,0.12,0.00113,0.114,0.0139,0.0695,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.08,0.00079,0.0768,0.0147,0.044,,,,,V,Yes,
Fe,EDS,K series,69.72,0.63374,68.4035,0.1042,35.7783,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,103.8663,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Hematite_Senin_04,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,27.05,0.15385,29.4389,0.077,59.8944,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.09,0.00053,0.1506,0.0154,0.1817,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.04,0.00022,0.0452,0.0128,0.0524,,,,,Nepheline,No,9/24/2025 22:58
Fe,EDS,K series,70.31,0.63915,68.4077,0.1036,39.8715,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,98.0425,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Hematite_Senin_05,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,27.88,0.15857,30.2092,0.078,60.4807,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.05,0.0003,0.0857,0.0154,0.1017,,,,,Nepheline,No,9/24/2025 22:58
Fe,EDS,K series,70.58,0.64156,68.7255,0.1039,39.4175,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,99.0204,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Hematite_Senin_06,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,27.93,0.15888,30.2816,0.078,60.5067,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.1,0.00055,0.1565,0.0157,0.1854,,,,,Nepheline,No,9/24/2025 22:58
Fe,EDS,K series,70.51,0.6409,68.6693,0.1039,39.3079,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,99.1073,,100,,,,,,,
,,,,,,,,,,,,,,
Illmenite_03,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,10.49,0.05966,34.6368,0.1749,62.7294,,,,,hematite_elba,No,9/30/2025 17:52
Ti,EDS,K series,28.69,0.26386,27.7759,0.0535,16.8019,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.22,0.00216,0.2255,0.027,0.1283,,,,,V,Yes,
Mn,EDS,K series,3.3,0.03122,3.653,0.0322,1.9267,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,34.08,0.30977,35.1075,0.0793,18.2149,,,,,Fayalite,No,9/24/2025 22:59
Nb,EDS,L series,0.48,0.00481,0.6377,0.0361,0.1989,,,,,Nb,Yes,
Total,,,,,102.0365,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Illmenite_04,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,10.89,0.06191,35.1099,0.1724,63.0415,,,,,hematite_elba,No,9/30/2025 17:52
Ti,EDS,K series,27.98,0.25738,27.0922,0.0529,16.248,,,,,TiO2,No,5/13/2025 18:15
V,EDS,K series,0.23,0.00233,0.2437,0.0268,0.1374,,,,,V,Yes,
Mn,EDS,K series,3.17,0.03004,3.511,0.0318,1.8359,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,35.02,0.31838,36.052,0.0802,18.5447,,,,,Fayalite,No,9/24/2025 22:59
Nb,EDS,L series,0.47,0.00469,0.6228,0.036,0.1926,,,,,Nb,Yes,
Total,,,,,102.6316,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Illmenite_05,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,10.42,0.05929,33.9064,0.1568,62.3218,,,,,hematite_elba,No,9/30/2025 17:52
Ti,EDS,K series,28.14,0.25885,27.2149,0.0513,16.7079,,,,,TiO2,No,5/13/2025 18:15
Mn,EDS,K series,3.14,0.02972,3.4709,0.0317,1.8579,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,34.91,0.31732,35.895,0.08,18.9011,,,,,Fayalite,No,9/24/2025 22:59
Nb,EDS,L series,0.5,0.00502,0.6677,0.0361,0.2113,,,,,Nb,Yes,
Total,,,,,101.1549,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Magnetite_ph_04,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,25.51,0.14509,28.0343,0.0765,57.996,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.08,0.00045,0.1301,0.0157,0.1596,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.05,0.00027,0.0562,0.0132,0.0663,,,,,Nepheline,No,9/24/2025 22:58
Fe,EDS,K series,72.72,0.66101,70.4934,0.1049,41.7782,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,98.7141,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Magnetite_ph_05,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,25.96,0.14764,28.4972,0.0771,58.3214,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.14,0.00077,0.2209,0.0162,0.2681,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.04,0.00022,0.0456,0.0132,0.0531,,,,,Nepheline,No,9/24/2025 22:58
Fe,EDS,K series,72.71,0.66094,70.5398,0.1051,41.3574,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,99.3035,,100,,,,,,,
,,,,,,,,,,,,,,
Magnetite_ph_06,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,26.01,0.14796,28.5903,0.0771,58.3698,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.22,0.00122,0.352,0.0166,0.4261,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.05,0.00028,0.058,0.0133,0.0675,,,,,Nepheline,No,9/24/2025 22:58
Fe,EDS,K series,72.47,0.65876,70.3343,0.105,41.1367,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,99.3347,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Goethite_04,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,35.82,0.20376,38.3887,0.0846,69.0113,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.2,0.00115,0.3126,0.0153,0.3332,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.35,0.0019,0.3742,0.0136,0.3832,,,,,Nepheline,No,9/24/2025 22:58
P,EDS,K series,1.11,0.00879,1.4466,0.0169,1.3433,,,,,Chlorapatite,No,4/28/2025 23:22
Ca,EDS,K series,0.13,0.00111,0.1143,0.0112,0.082,,,,,Diopside,No,5/13/2025 18:15
Mn,EDS,K series,0.12,0.00113,0.1262,0.0192,0.0661,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,56.04,0.50945,55.8851,0.095,28.781,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,96.6476,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Goethite_05,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,35.74,0.2033,38.2895,0.0846,69.0962,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.21,0.00116,0.3155,0.0153,0.3376,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.35,0.00192,0.3782,0.0137,0.3888,,,,,Nepheline,No,9/24/2025 22:58
P,EDS,K series,1.1,0.00878,1.4453,0.0169,1.3472,,,,,Chlorapatite,No,4/28/2025 23:22
Ca,EDS,K series,0.12,0.00107,0.1108,0.0112,0.0798,,,,,Diopside,No,5/13/2025 18:15
Fe,EDS,K series,55.76,0.50683,55.6129,0.0949,28.7504,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,96.1522,,100,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Goethite_06,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,35.86,0.20396,38.4138,0.0847,69.0367,,,,,hematite_elba,No,9/30/2025 17:52
Al,EDS,K series,0.18,0.00102,0.276,0.0152,0.2941,,,,,Nepheline,No,9/24/2025 22:58
Si,EDS,K series,0.37,0.002,0.3937,0.0137,0.4031,,,,,Nepheline,No,9/24/2025 22:58
P,EDS,K series,1.11,0.00883,1.4527,0.017,1.3486,,,,,Chlorapatite,No,4/28/2025 23:22
Ca,EDS,K series,0.12,0.00107,0.1106,0.0112,0.0794,,,,,Diopside,No,5/13/2025 18:15
Mn,EDS,K series,0.14,0.00137,0.1529,0.0191,0.08,,,,,MnO,No,4/30/2025 17:42
Fe,EDS,K series,56.01,0.50917,55.8565,0.095,28.7581,,,,,Fayalite,No,9/24/2025 22:59
Total,,,,,96.6564,,100,,,,,,,
