Hematite Elba,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,42.02,1.5,0.14139,28.08,0.1,57.97,,,,,SiO2,Yes,
Al,EDS,K series,0.21,0.49,0.00151,0.43,0.02,0.53,,,,,Al2O3,Yes,
Si,EDS,K series,0.21,0.94,0.00111,0.23,0.02,0.27,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.38,1,0.00378,0.38,0.02,0.26,,,,,Ti,Yes,
Fe,EDS,K series,71.33,1.03,0.64838,69.27,0.15,40.97,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,98.39,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_107,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,39.35,1.4,0.13243,28.02,0.1,58.15,,,,,SiO2,Yes,
Al,EDS,K series,0.24,0.49,0.00171,0.49,0.02,0.6,,,,,Al2O3,Yes,
Si,EDS,K series,0.32,0.94,0.00164,0.34,0.02,0.4,,,,,Forsterite,No,8/13/24 20:00
P,EDS,K series,0.08,1.06,0.00045,0.08,0.02,0.08,,,,,GaP,Yes,
Ti,EDS,K series,1.22,0.99,0.01215,1.22,0.03,0.85,,,,,Ti,Yes,
V,EDS,K series,0.22,1.03,0.0022,0.21,0.02,0.14,,,,,V,Yes,
Fe,EDS,K series,68.73,1.03,0.62473,66.94,0.14,39.79,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,97.3,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_108,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,40.66,1.46,0.13682,27.82,0.1,57.8,,,,,SiO2,Yes,
Al,EDS,K series,0.33,0.49,0.00235,0.67,0.03,0.82,,,,,Al2O3,Yes,
Si,EDS,K series,0.81,0.94,0.00422,0.87,0.02,1.02,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.56,0.99,0.00556,0.56,0.02,0.39,,,,,Ti,Yes,
Fe,EDS,K series,69,1.03,0.62724,67.15,0.14,39.97,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,97.07,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_109,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,39.29,1.42,0.13222,27.57,0.1,57.79,,,,,SiO2,Yes,
Al,EDS,K series,0.27,0.49,0.00195,0.55,0.02,0.69,,,,,Al2O3,Yes,
Si,EDS,K series,0.94,0.94,0.00489,1,0.02,1.19,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.87,0.99,0.00867,0.87,0.02,0.61,,,,,Ti,Yes,
V,EDS,K series,0.09,1.03,0.00093,0.09,0.02,0.06,,,,,V,Yes,
Mn,EDS,K series,0.23,0.91,0.00227,0.25,0.03,0.15,,,,,Mn,Yes,
Fe,EDS,K series,67.57,1.03,0.61418,65.81,0.14,39.51,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,96.15,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_110,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,25.23,0.81,0.08489,31.04,0.15,59.82,,,,,SiO2,Yes,
Al,EDS,K series,0.12,0.52,0.00089,0.24,0.02,0.27,,,,,Al2O3,Yes,
Si,EDS,K series,0.04,0.99,0.00022,0.04,0.02,0.05,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,12.95,0.97,0.12952,13.32,0.05,8.58,,,,,Ti,Yes,
V,EDS,K series,0.41,0.99,0.0041,0.41,0.03,0.25,,,,,V,Yes,
Mn,EDS,K series,0.68,0.89,0.00678,0.76,0.03,0.43,,,,,Mn,Yes,
Fe,EDS,K series,55.52,1,0.50472,55.43,0.13,30.61,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,101.26,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_111,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,33,1.17,0.11104,28.27,0.12,58.16,,,,,SiO2,Yes,
Al,EDS,K series,0.76,0.5,0.00549,1.53,0.03,1.87,,,,,Al2O3,Yes,
Si,EDS,K series,0.28,0.95,0.00145,0.3,0.02,0.35,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,3.35,0.98,0.03354,3.41,0.03,2.34,,,,,Ti,Yes,
V,EDS,K series,1.2,1.02,0.01199,1.18,0.03,0.76,,,,,V,Yes,
Fe,EDS,K series,63.11,1.02,0.57366,61.98,0.14,36.53,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,96.66,,100,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_112,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,53.95,1.58,0.18155,34.17,0.1,65.72,,,,,SiO2,Yes,
Al,EDS,K series,0.18,0.5,0.00131,0.36,0.02,0.42,,,,,Al2O3,Yes,
Si,EDS,K series,0.45,0.96,0.00234,0.47,0.02,0.52,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.14,0.98,0.00145,0.15,0.02,0.09,,,,,Ti,Yes,
Mn,EDS,K series,0.3,0.9,0.003,0.33,0.03,0.19,,,,,Mn,Yes,
Fe,EDS,K series,60.84,1.01,0.553,60.02,0.14,33.07,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,95.5,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_113,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,28.29,0.89,0.09519,31.87,0.14,60.83,,,,,SiO2,Yes,
Al,EDS,K series,0.53,0.52,0.00379,1.02,0.03,1.16,,,,,Al2O3,Yes,
Si,EDS,K series,0.15,0.98,0.00078,0.15,0.02,0.17,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,10.41,0.97,0.10405,10.72,0.05,6.84,,,,,Ti,Yes,
V,EDS,K series,0.55,0.99,0.00554,0.56,0.03,0.33,,,,,V,Yes,
Mn,EDS,K series,0.5,0.89,0.00499,0.56,0.03,0.31,,,,,Mn,Yes,
Fe,EDS,K series,55.64,1,0.50573,55.52,0.13,30.36,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,100.41,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_114,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,44.41,1.54,0.14945,28.92,0.1,58.81,,,,,SiO2,Yes,
Al,EDS,K series,0.13,0.49,0.00092,0.26,0.02,0.32,,,,,Al2O3,Yes,
Si,EDS,K series,0.23,0.94,0.00117,0.24,0.02,0.28,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.03,1,0.00031,0.03,0.02,0.02,,,,,Ti,Yes,
Fe,EDS,K series,71.68,1.03,0.65154,69.64,0.15,40.57,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,99.11,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_115,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,41.09,1.48,0.13827,27.73,0.1,57.66,,,,,SiO2,Yes,
Al,EDS,K series,0.24,0.49,0.00172,0.49,0.02,0.61,,,,,Al2O3,Yes,
Si,EDS,K series,0.33,0.94,0.00173,0.36,0.02,0.42,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.26,1,0.00255,0.26,0.02,0.18,,,,,Ti,Yes,
V,EDS,K series,0.2,1.04,0.00202,0.19,0.02,0.13,,,,,V,Yes,
Fe,EDS,K series,70.86,1.03,0.64413,68.82,0.15,41,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,97.84,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_116,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,27.4,0.86,0.0922,31.75,0.15,60.68,,,,,SiO2,Yes,
Al,EDS,K series,0.28,0.52,0.002,0.54,0.02,0.61,,,,,Al2O3,Yes,
Si,EDS,K series,0.4,0.98,0.00206,0.41,0.02,0.44,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,10.9,0.97,0.10901,11.24,0.05,7.17,,,,,Ti,Yes,
V,EDS,K series,0.74,0.99,0.00744,0.75,0.03,0.45,,,,,V,Yes,
Mn,EDS,K series,0.72,0.89,0.00718,0.81,0.03,0.45,,,,,Mn,Yes,
Fe,EDS,K series,55.22,1,0.50195,55.13,0.13,30.19,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,100.62,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_117,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,33.85,1.12,0.11389,30.18,0.12,59.65,,,,,SiO2,Yes,
Al,EDS,K series,0.43,0.5,0.00309,0.86,0.03,1,,,,,Al2O3,Yes,
Si,EDS,K series,0.12,0.96,0.00063,0.13,0.02,0.14,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,5.84,0.98,0.05844,5.95,0.04,3.93,,,,,Ti,Yes,
Fe,EDS,K series,63.22,1.01,0.57466,62.29,0.14,35.27,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,99.41,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_118,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,35.63,1.45,0.1199,24.49,0.09,55.45,,,,,SiO2,Yes,
Al,EDS,K series,0.36,0.49,0.00257,0.73,0.02,0.99,,,,,Al2O3,Yes,
Si,EDS,K series,0.99,0.93,0.00513,1.06,0.02,1.37,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.34,1,0.00342,0.34,0.02,0.26,,,,,Ti,Yes,
Fe,EDS,K series,66.67,1.03,0.60608,64.65,0.14,41.94,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,91.27,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_119,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,43.7,1.48,0.14705,29.51,0.1,59.17,,,,,SiO2,Yes,
Al,EDS,K series,0.27,0.49,0.00194,0.55,0.02,0.65,,,,,Al2O3,Yes,
Si,EDS,K series,1.07,0.94,0.00557,1.14,0.02,1.3,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,0.41,0.99,0.0041,0.41,0.02,0.28,,,,,Ti,Yes,
Fe,EDS,K series,68.86,1.02,0.62591,67.19,0.14,38.6,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,98.8,,100,,,,,,,
,,,,,,,,,,,,,,,
BRc_grain_120,,,,,,,,,,,,,,,
Element,Signal Type,Line,Apparent Concentration,Intensity Correction,k Ratio,Wt%,Wt% Sigma,Atomic %,Oxide,Oxide %,Oxide % Sigma,Number of Ions,Standard Name,Factory Standard,Standardization Date
O,EDS,K series,30.5,0.91,0.10262,33.39,0.15,61.76,,,,,SiO2,Yes,
Al,EDS,K series,0.61,0.52,0.00437,1.18,0.03,1.29,,,,,Al2O3,Yes,
Si,EDS,K series,0.33,0.98,0.00171,0.34,0.02,0.36,,,,,Forsterite,No,8/13/24 20:00
Ti,EDS,K series,10.2,0.97,0.102,10.54,0.05,6.51,,,,,Ti,Yes,
V,EDS,K series,0.26,0.99,0.00261,0.26,0.03,0.15,,,,,V,Yes,
Mn,EDS,K series,0.24,0.89,0.00236,0.27,0.03,0.14,,,,,Mn,Yes,
Fe,EDS,K series,56.25,1,0.51133,56.21,0.13,29.79,,,,,Fayalite,No,8/13/24 19:59
Total,,,,,,102.18,,100,,,,,,,
